APPLEBY CASTLE BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY686197,Long,-2.487206,Lat,54.571536,Elevation,440,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,6.69,2.85,1.63,1.67,4.96,2.34,1.58,1.11,1.95,6.35,3.38,2.53,2.03,6.06,5.18,1.46,5.18,1.04,2.57,4.13,4.75,1.8,2.93,3.66,3.18,3.1,5.08,1.98,4.48,4.3,4.82,5.23,3.62,3.03,3.79,5.7,4.82,5.43,8.21,1.1,6.58,3.32,6.69,4.28,4.62,2.22,4.8,2.61,4.84,6.19,1.12,0.52,4.11,5.02,3.71,3.76,3.68,4.28,6.24,1.76,2.42,2.7,3.32,0.8,2.33,2.43,2.83,4.24,3.17,2.15,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.63,0.1,2.48,3.88,5.79,0.57,2.05,2.76,2.78,3.75,4.27,1.17,1.04,6.33,3.14,2.43,2.54,2.5,4.06,1.76,5.59,3.73,2.9,2.65,6.13,5.78,4.37,0.81,3.43,0.97,2.38,0.1,3.44,4.3,0.86,5.79,3.21,1.7,4.36,0.71,0.29,2.98,0.37,2.51,0.18,4.54,1.9,4.03,1.29,3.01,1.18,3.63,2.3,1.7,1.44,3.57,2.41,1.17,2.47,2.33,3.92,3.28,0.42,1.22,2.3,1.78,0.75,2.27,4.75,0.75,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.97,1.43,0.62,1.06,2.67,4.16,4.95,5.2,0.81,2.43,0.58,2.72,2.53,7.52,1.89,3.02,2.25,2.89,3.98,3.13,2.66,1.61,4.03,5.59,3.49,1.26,2.9,1.85,1.29,2.7,5.84,4.32,3.06,1.79,0.93,1.8,1.85,3.51,4.08,0.26,2.75,0.9,2.85,1.79,2.32,1.32,1.89,1.85,1.94,3.1,2.82,2.5,2.14,1.23,0.53,2.12,1.7,4.52,2.82,1.11,1.62,2.03,1.79,0.37,2.42,1,0.5,1.36,0.69,1.26,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1,0.31,1.34,0.59,2.3,1.35,1.97,2.27,3.1,3.02,2.43,1.87,2.05,1.08,2.49,3.08,1.1,2.18,1.7,2.94,2.41,1.78,0.46,5.75,1.49,2.06,2.45,2.43,1.19,2.01,2.94,0.79,2.45,3.21,1.81,3.38,1.81,2.62,1.04,1.69,1.92,2.67,3.15,1.29,2.71,3.09,0.64,1.79,0.24,1.2,1.37,0.71,2.01,2.53,1.75,2.28,1.22,5,1.66,3.15,2.01,2.48,2.71,2.61,0.53,1.04,0.7,0.4,0.7,2.86,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.13,1.71,4.22,2.11,3.09,1.11,0.68,1.24,2.02,3.5,1.45,1.33,2.52,2.16,3.45,0.81,6.07,4,2.71,1.7,2.03,1.5,1.7,1.4,2.07,1.4,2.27,2.39,1.55,1.53,5.37,2.39,1.23,2.6,5.82,4.67,2.08,2.69,2.1,1.88,1.79,3.02,3.5,3.43,3.1,0.77,0.7,3.03,2.48,0.7,1.05,1.78,3.15,3.82,0.97,3.19,1.75,1.7,1.56,2.04,1.94,1.35,2.37,1.49,3.27,3.13,1.27,1.93,3.52,0.75,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.45,2.31,4.2,1.92,1.95,1.98,3.09,2.51,2.14,1.71,3.83,1.81,1.16,0.95,2.23,1.93,1.07,5.04,1.59,2.28,1.3,3.33,8.25,1.81,1.76,0.4,2.58,1.92,1.54,1.54,1.09,0.32,2.15,1.48,1.75,0.14,2.82,2.5,5.77,1.96,1.52,4.62,2.25,1.95,1.77,3.22,2.82,1.3,2.84,2.8,1.15,0.59,1.1,2.82,2.43,3.25,2.36,2.8,5.2,0.51,1.68,0.99,2.24,1.72,2.59,1.95,4.42,1.23,3,4.39,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.87,4.67,1.72,3.38,3.37,7.01,3.07,1.11,1.18,4.78,2.1,1.12,3.82,3.98,1.61,0.92,1.79,2.48,3.1,3.62,4.35,1.23,3.62,1.1,3.54,4.41,5.63,1.44,4.62,1.25,4.85,2.23,4,2.78,5.02,1.72,2.99,4.27,3.48,4.27,3.94,5.51,4.99,2.33,1.69,0.78,5.07,2.89,4.7,3.85,4.92,1.24,2.71,2.24,4.95,1.75,4.37,4,1.07,1.64,4.02,2.45,0.96,3.71,2.18,2.05,2.39,3.47,3.46,3.78,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.78,6.84,5.9,3.96,3.53,3.81,1.54,4.41,3.29,1.48,4.69,2.49,2.16,3.77,3.04,3.92,4.32,2.53,3.82,4.51,5.26,2.17,4.34,1.16,2.69,3.51,3.26,8.51,4.33,3.09,1.79,4.79,2.59,6.31,2.64,3.97,3.22,7.75,8.89,3.82,5.47,3.65,1,2.1,3.53,1.64,1.65,1.57,2.15,2.74,1.84,4.54,3.49,4.97,2.45,2.63,4.5,0.1,5.8,1.96,5.08,3.51,3.57,4.38,4.25,1.42,8.12,4.51,4.82,0.57,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.76,4.64,5.19,3.41,0.63,1.5,4.67,4.23,0.78,4.89,1.44,1.44,2.11,4.19,0.87,2.75,0.96,0.46,3.83,2.22,0.4,3.42,2.14,2.51,2.27,0.97,1.91,2.62,9.03,1.53,2.11,1.61,2.45,3.58,4.99,4.7,4.61,4.89,1.57,2.11,2.44,1.32,3.76,1.51,3.32,6.07,4.15,2.38,1.79,1.29,3.16,0.93,3.36,3.57,5.17,2.64,4.6,2.9,3.67,1.26,6.88,2.84,2.23,3.36,5.67,1.12,2.41,3.86,3.59,1.12,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.52,5.96,6.22,3.18,3.45,3.64,4.76,2.41,3.61,2.55,5.78,2.53,2.59,9.07,1.13,2.51,6.3,4.03,2.58,5.35,2.08,2.98,3.57,2.01,1.39,1.4,6.73,4.32,4.93,2.48,1.09,2.21,1.63,6.12,3.92,4.39,3.12,4.18,5.16,5.07,5.52,2.78,5.86,5.29,6,4.93,3.36,1.35,7.73,2.06,4.2,4.19,2.43,4.1,3.64,5.43,0.73,0.5,2.01,4.37,2.38,0.7,4.39,1.76,8.22,1.93,2.26,3.62,4.37,3.01,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
