MEGGAT HEAD EDINBURGH W.W. NO 1 (TALLA MOSS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT152199,Long,-3.342784,Lat,55.46556,Elevation,1496,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,3.33,2.4,3.74,5.35,5.45,2.93,3.66,6.7,7.2,2.2,5.5,1.3,4.56,7.05,3.8,2.9,5.15,8.1,5.4,3.5,7.1,2.5,5.9,4.38,7.48,11.18,3.6,3.8,5.6,6.15,7.95,9.23,12.9,3.1,9.45,3.84,12.9,8,12.6,2.7,6.3,4.15,9.44,8.8,2.5,2.5,5.5,9.73,7.47,5,8.11,8,13.35,7.13,4.77,10.34,8.46,3.5,4.39,6.4,3.92,9.7,7.5,3.5,7
February,,,,,,,3.98,6.02,4,6.6,2.47,2.22,1.73,8.5,4.25,3.05,2.1,2.15,2.63,2.2,6.5,3.35,4.65,4,8.5,13.06,6.1,1.4,7.9,1.35,6.82,0.54,4,10.9,0.8,5.35,4.82,2.7,2.5,1.9,0.86,3.17,0.25,3.8,0.14,4.2,5.7,2.05,4.21,10.52,2.16,5.4,2.6,5.75,2.5,7.8,4,3.2,6.78,7.5,8.88,9.54,2.12,2.73,5.26,3,1.88,6.6,5.4,1.7,9
March,,,,,,,6.7,9.37,1.89,4.61,0.57,2.92,3.45,19.93,4.8,9.03,2.05,4.48,6.78,6.7,8.02,1.19,6.6,6.6,8.75,2.24,7.1,2.3,2.5,3.99,9.5,10.99,4.21,3.35,1,2.1,3.15,4.37,5.27,0.53,3.97,1.24,3.15,4.23,5.3,2.3,4.25,1.03,4.12,6.73,5.6,3.7,3.18,1.6,0.83,4.3,3.76,7.25,6.6,2.31,9.05,8.46,4.43,0.78,4.39,2.9,2.9,5.6,2.6,5.5,3.2
April,,,,,,,2.54,5.12,6.8,4.49,2.55,4.8,3.9,1.55,6.12,4.35,1.7,3.2,2.03,4.05,4.97,4.8,0.7,7.2,3.7,3.45,3.4,2.5,0.95,5.7,3.19,1.23,4.61,4.6,4.07,4.82,2.83,3.4,1.7,1.7,2.1,3.44,4.02,2.9,5.02,4.25,1.8,3.48,0.78,3,4.33,2.5,5.51,3.55,3.58,3.04,1.76,12.53,3.98,6.95,5.78,6.52,4.51,5.25,1.04,1.7,0.98,2.5,2.5,6.2,7
May,,,,,,,0.81,3.72,2.95,3.83,6.1,2.43,2.65,3.33,3.5,2.95,5.96,5.45,2.88,3.6,1.9,4.1,1.3,1.25,3.55,1.9,5.15,3.6,2.96,0.25,6.78,1.49,1.73,2.75,5.65,7.92,4.17,2.46,2.04,5.22,1.6,5.24,3.45,2.27,4.12,0.83,0.6,2.58,7.08,1.5,1.7,5.18,6.61,5.35,3.68,6.25,1.27,4.32,3.62,3.95,2.83,2.75,3.12,5,7,4.7,3.5,3.1,4.5,2.2,4.3
June,,,,,,,5.8,6.14,2.71,1.73,10,3.54,1.3,2.42,4.3,2.1,2.3,5.88,3.65,2.75,1.8,2.9,7.6,3.7,3.13,1.3,2.9,3.6,1.29,2.4,1.45,0.42,1.8,1.75,1.1,0.52,4.94,4.6,6,1.94,3.85,7.15,2.5,1.56,2,3.55,3.86,2.8,9.48,4.42,1.7,1.42,1.25,5.25,4.92,5.17,4.83,4.56,8,1.73,4.39,3.67,3.94,3.5,5.04,3.8,4.6,2.4,5,4.2,3.8
July,,,,,,,6.87,4.25,1.92,4.91,4.2,1.08,2.76,5.37,4.73,3.37,3.13,3.98,2.53,5.6,5.5,1.9,4.3,0.8,2.95,4.9,4.1,2.2,3.98,1.12,5.83,4.16,5.58,4.75,5.18,1.79,4.1,4.89,3.36,3.46,5.3,5.2,8.05,3.9,4.7,1.45,5.07,3.65,6.43,5.82,8.3,3.17,4.26,3.55,3.1,4.77,5.74,4.21,4.87,3.37,6.34,4.63,4.32,8.53,5.5,2.3,6.9,6.1,6,5.8,5.2
August,,,,,,,3.52,10,5.44,2.06,5.22,4.75,3.05,8.05,6.3,5.5,8.43,6,5.68,3.1,7.93,3.45,5.2,1.75,4.2,3.04,4.3,8.3,3.28,4.3,5.13,5.05,2.58,8.9,5.83,4.9,4.53,7.84,8.9,4.93,8.07,3.73,1.8,1.62,8.5,2.3,3.05,3.87,2.82,2.52,2.83,6.92,7.4,9.22,4,3,4.7,0.12,10,5.98,9.52,8.71,6.51,5.03,6.51,1.9,9.2,6.4,7,1.9,5.2
September,,,,,,,7.87,4.87,5.63,4.89,4.78,5.04,3.79,4.55,4.1,2.7,0.8,0.6,4.8,3.2,1.1,2,2.7,3.1,2.5,1.8,2.6,3.1,8.24,3.7,2.71,2,2.4,7.98,5.63,3.53,5.21,7.5,2.94,1,4.92,1.27,5.5,1.3,8.05,4.7,3.95,3.97,5.32,2.38,6,2.62,7.22,7.81,6.26,8.15,8.51,5.76,7.02,3.49,13.46,7,2.98,8.03,9.03,3.7,6.7,4.8,6,1.5,4.8
October,,,,,,,6.18,5.1,6.18,4.72,4.87,3.92,5.27,13.05,2.45,4.17,7,8.48,1.7,13.6,4.1,3.85,4.5,4.8,2.6,2.8,7.5,8.5,9.6,2.6,3.22,4.35,4.1,9.18,2.27,6.34,3.3,7.04,12,5.1,8.9,4.54,7.5,4.42,7.5,4.9,5.35,6.22,10.62,4.28,6.62,4.8,7.09,11.74,5.72,6.74,1.04,2.84,5.38,10.18,6.46,0.94,8.2,5.03,11.1,5,4.8,5.2,4.3,7,5.6
