ABERDEEN CRANFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ920042,Long,-2.133779,Lat,57.128651,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,2.84,1.95,1.05,2.83,1.02,3.58,2.67,2.51,5.13,0.6,3.18,1.07,4.02,3.97,2.21,1.87,4.98,2.32,0.73,1.57,1.89,1.44,1.95,1.77,1.55,3.43,3.19,1.51,3.42,0.91,2.93,2.98,3.29,1.73,1.39,4.8,2.89,2.21,1.65,,,,,
February,,,,,,,,0.79,2.26,2.4,1.01,0.27,2.01,2.75,2.91,1.78,0.96,0.6,1.6,2.56,5.22,2.65,1.22,2.47,4.07,2.04,2.52,1.87,1.41,0.79,2.83,1.31,3.35,0.77,2.45,4.13,1.8,0.91,1.39,1.97,1.23,1.13,2.41,6.35,2.14,,,,,,
March,,,,,,,,1.71,3.47,2.35,2.8,2.12,1.06,0.73,0.68,4.04,2.3,3.91,2.27,3.02,2.62,2.21,1.57,1.92,2.94,3.56,2.2,1.53,4.09,5.65,1.55,1.92,2.37,3.74,3.25,2.18,2.18,2.08,1.79,2.16,2.65,2.28,2.47,1.74,1.38,,,,,,
April,,,,,,,,2.12,2.34,3.49,1.46,0.63,1.12,0.66,1.15,1.37,1.48,2.51,5.51,3.81,1.82,2.35,2.88,2.14,1.83,3.43,1.55,1.59,2.04,3.29,3.07,1.25,0.52,3,0.65,1.2,2.54,1.65,0.36,3.16,2.28,1.73,3.7,2.26,1.92,,,,,,
May,,,,,,,,2.09,1.44,1.18,3.4,2.9,2.44,1.2,4.03,0.69,1.25,2.39,3.1,3.26,1.19,2.41,4.35,2.75,2.86,1.22,5.37,4.36,1.53,2.23,2.55,2.56,1.98,3.65,2.61,0.88,3.49,1.35,1.85,0.53,3.6,1.18,1,5.18,5.93,,,,,,
June,,,,,,,,0.73,2.58,0.69,1.85,0.35,2.46,3.95,1.82,2.34,3,3.8,1.36,1.42,1.94,1.47,1.73,1.59,0.91,0.76,0.74,3.72,1.64,1.39,0.7,2.29,2.3,1.35,1.09,1.5,4.57,1.39,1.57,1.16,0.62,1.12,2.39,1.05,2.05,,,,,,
July,,,,,,,,2.09,5.36,3.41,2.42,2.96,2.27,3.25,3.5,3.55,3.54,1.74,0.78,2.97,4.26,2.05,4.18,5.27,1.32,1.87,2.54,1.88,2.31,5,2.38,1.49,1.98,0.69,4.01,5.65,3.34,2.47,6.42,1.03,3.81,1.69,4.4,2.31,6.59,,,,,,
August,,,,,,,,2.3,2.71,5.64,3.28,4.77,3.86,1.77,4.75,3.52,2.41,3.07,2.95,0.58,3.33,3.21,2.61,4.29,2.31,3.64,3.56,2.55,2.73,2.17,4.07,1.11,5.34,1.38,1.12,1.46,3.66,4.5,3.5,2.73,2.06,1.96,2.51,5.01,2.75,,,,,,
September,,,,,,,,3.61,1.92,0.99,1.51,5.64,1.91,3.4,0.62,1.44,4.33,1.52,1.62,3.62,2.2,1.5,1.52,3.47,2.33,2.42,0.85,1.21,3.61,1.88,1.03,1.05,2.14,2.55,1.19,3.1,1.79,2.01,4.42,2.61,2.24,1.09,3.47,3.85,4.96,,,,,,
October,,,,,,,,2.74,1.8,3.71,3.54,2.78,5.13,2.39,3.08,6.37,4.53,2.58,3.67,0.89,3.38,3.06,1.59,4.86,1.03,3.75,6.23,6.01,3.18,2.41,2.21,3.11,4.54,1.75,3.07,2.9,4.13,3.5,2.59,3.12,2.89,1.62,2.84,3.6,3.43,,,,,,
November,,,,,,,,2.75,4.3,1.08,5.56,4.3,2.74,4.22,1.44,3.95,1.38,1.95,4.14,1.36,5.1,2.27,2.78,3.45,1.41,6.83,4.34,2.49,1.63,1.65,5.98,4.73,3.2,1.65,4.01,3.23,3.64,3.75,1.99,5.33,1.75,2.03,2.2,3.32,2.77,,,,,,
December,,,,,,,,3.39,1.85,2.25,3.02,2.13,1.23,2.07,2.68,4.65,7.25,3.68,2.18,5.65,3.44,3.78,3.32,2.81,2.8,0.94,4.16,3.77,4.95,4.95,3.44,6.13,1.29,2.11,5.58,7,4.16,1.38,2.36,5.91,4.09,1.64,2.5,4.93,3.73,,,,,,
Total,,,,,,,,27.16,31.98,28.24,32.68,29.87,29.81,29.06,29.17,38.83,33.03,30.93,30.25,33.16,38.47,29.17,29.62,40,26.13,31.19,35.63,32.87,30.56,33.36,31.58,28.5,32.44,25.83,30.54,36.65,36.21,27.92,31.22,33,28.95,18.86,34.69,42.49,39.86,,,,,,
