"NORTH KILWORTH W.W.",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2490/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,3.08,3.47,3.05,4.97,2.26,,
February,,,,,,2.38,3.38,0.74,1.05,2.79,,
March,,,,,,1.30,2.98,0.27,1.83,4.36,,
April,,,,,,2.28,3.40,0.06,1.74,2.37,,
May,,,,,,0.76,3.48,1.63,0.85,3.09,,
June,,,,,,3.67,1.07,1.48,2.83,1.10,,
July,,,,,,5.69,4.53,3.12,4.36,3.31,,
August,,,,,,0.81,1.26,3.62,4.92,0.29,,
September,,,,,,2.16,1.17,1.50,1.02,1.33,,
October,,,,,,2.04,2.70,2.77,4.49,3.33,,
November,,,,,,2.50,1.72,2.53,3.65,6.76,,
December,,,,,,2.39,2.00,3.02,1.22,1.82,,
Total,,,,,,29.06,31.16,23.79,32.93,32.81,,
Calc annual,0.00,0.00,0.00,0.00,0.00,29.06,31.16,23.79,32.93,32.81,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,,
