"NORTH KILWORTH (WATERWORKS)",,,,,,,,,,,,
Grid ref,SP618842,Long,-1.092040,Lat,52.452269,,,,,,,
Station no,2490/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.48,1.98,0.88,0.87,2.05,3.62,1.43,3.25,4.07,4.20,,
February,3.05,0.53,1.20,2.52,1.90,0.59,3.09,3.62,0.03,1.90,,
March,3.98,2.36,1.08,2.21,2.66,0.84,2.42,1.67,2.33,1.88,,
April,2.54,2.03,1.87,0.27,1.04,0.81,0.25,0.86,2.70,0.71,,
May,2.42,3.24,2.07,2.93,4.09,0.54,1.48,2.03,0.47,1.19,,
June,1.11,1.05,2.59,2.41,2.34,2.93,1.56,5.20,0.73,2.54,,
July,1.89,0.29,2.39,2.94,0.26,2.90,3.20,6.00,1.30,2.81,,
August,5.15,4.13,3.04,3.80,0.92,5.08,5.14,3.04,0.78,3.59,,
September,1.62,1.57,1.57,2.27,1.02,2.11,4.65,2.88,0.10,4.34,,
October,0.85,3.13,2.50,3.69,1.60,1.80,1.52,3.05,2.50,6.33,,
November,4.86,2.66,1.50,5.19,0.82,0.63,2.21,2.00,2.24,3.35,,
December,2.02,2.46,0.83,2.47,1.71,3.57,2.76,2.56,4.81,3.74,,
Total,31.97,25.43,21.52,31.57,20.41,25.42,29.71,36.16,22.06,36.58,,
Calc annual,31.97,25.43,21.52,31.57,20.41,25.42,29.71,36.16,22.06,36.58,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
