"PENSFORD (PUBLOW SCHOOL HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1979,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.22,3.96,3.83,2.07,4.53,3.97,5.28,3.89,6.09,1.26,5.34,
February,1.55,0.39,4.74,8.01,0.34,4.81,2.44,3.81,3.21,1.06,0.71,
March,2.29,2.27,3.22,1.23,1.88,0.56,0.92,3.57,3.13,0.25,2.52,
April,5.15,1.20,3.16,2.97,3.36,2.46,3.49,1.90,1.24,0.80,2.47,
May,2.25,2.26,0.92,1.59,4.69,5.26,3.06,1.10,0.98,2.16,2.09,
June,3.83,0.25,1.74,0.57,2.57,0.05,2.56,2.83,2.22,1.95,0.45,
July,5.85,0.70,5.11,1.51,4.41,4.13,3.91,5.55,4.05,1.44,2.60,
August,1.32,1.91,4.22,3.49,4.42,2.95,2.40,5.58,2.74,2.69,5.36,
September,1.37,2.41,2.58,3.45,3.29,3.54,1.59,6.06,1.35,0.65,4.44,
October,2.79,1.39,1.82,5.78,6.08,4.16,5.57,2.76,5.59,5.88,3.84,
November,2.15,2.17,1.99,3.03,3.41,2.61,7.88,3.12,3.54,9.45,4.60,
December,3.26,2.19,5.02,3.40,6.12,4.67,0.57,2.20,3.83,7.73,3.18,
Total,37.03,21.10,38.35,37.10,45.10,39.17,39.67,42.37,37.97,35.32,37.60,
Calc annual,37.03,21.10,38.35,37.10,45.10,39.17,39.67,42.37,37.97,35.32,37.60,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,
