PENSFORD-PUBLOW-SCHOOL-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST621635,Long,-2.54574,Lat,51.37006,Elevation,230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,4.25,5.28,0.68,3.6,2.14,0.85,3.37,4.94,5.22,3.96,3.83,2.07,4.53,3.97,5.28,3.89,6.09,1.26,5.34,2.47,4.73,3.17,2.97,1.05,3.52,4.81,4.08,5.34,2.49,3.01,3.65,6.26,2.19,1.9,3.07,2.43,,,
February,,,2.28,1.06,3.87,5.33,5.08,1.34,2.39,2.46,1.55,0.39,4.74,8.01,0.34,4.81,2.44,3.81,3.21,1.06,0.71,2.52,0.08,3.98,0.31,3.37,2.94,4.88,1.44,1.96,2.76,2.71,0.3,1.98,0.93,3.17,2.98,0.84,,,
March,,,5.21,3.62,4.41,0.81,3.82,3.57,1.27,4.96,2.29,2.27,3.22,1.23,1.88,0.56,0.92,3.57,3.13,0.25,2.52,0.92,2.27,3.54,2.56,1.02,1.84,3.92,0.29,1.51,2.78,3.2,1.85,1.07,0.4,1.1,0.82,5.82,,,
April,,,0.26,3.1,1.79,1.08,0.92,2.23,2.85,2.21,5.15,1.2,3.16,2.97,3.36,2.46,3.49,1.9,1.24,0.8,2.47,2.68,3.48,1.35,2.93,4.65,2.76,2.1,0.18,3.15,2.08,1.26,1.16,1.03,2.33,0.94,1.98,2.65,,,
May,,,2.25,2.28,1.48,3.07,2.59,2.36,1.8,0.7,2.25,2.26,0.92,1.59,4.69,5.26,3.06,1.1,0.98,2.16,2.09,3.77,6.79,1.84,1.32,1.33,1.12,2.62,1.61,0.97,2.72,1.4,5.89,2.51,1.03,3.16,3.69,2.53,,,
June,,,3.55,0.93,2.18,1.08,2.99,3.56,1.22,0.81,3.83,0.25,1.74,0.57,2.57,0.05,2.56,2.83,2.22,1.95,0.45,3.35,1.47,1.65,1.86,4.66,3.28,1.36,1.37,2.49,0.73,2.06,0.62,1.48,2.45,3.72,3.48,1.36,,,
July,,0.29,2.99,0.62,3.33,3.9,0.88,2.5,4.87,2.35,5.85,0.7,5.11,1.51,4.41,4.13,3.91,5.55,4.05,1.44,2.6,5.85,3.57,2.16,1.64,0.87,5.81,3.7,4.1,4.78,5.26,1.68,3.76,2.15,2.17,1.29,1.37,2.18,,,
August,,1.32,6.95,1.27,2.13,3.81,5.25,8.9,2.71,2.82,1.32,1.91,4.22,3.49,4.42,2.95,2.4,5.58,2.74,2.69,5.36,3.93,1.22,1.32,3.87,1.67,0.43,1.15,2.94,2.34,0.16,6.61,3.75,3.73,2.24,2.41,5.18,0.96,,,
September,,1.43,0.74,3.03,1.52,1.74,1.83,3.24,7.43,1.21,1.37,2.41,2.58,3.45,3.29,3.54,1.59,6.06,1.35,0.65,4.44,1.85,5.32,2.22,2.87,7.85,3.05,1.72,2.68,1.03,2.13,0.63,2.24,1.97,2.7,2.46,4.63,1.99,,,
October,,3.13,4.62,2.94,2.21,3.9,7.17,6.73,1.75,2.62,2.79,1.39,1.82,5.78,6.08,4.16,5.57,2.76,5.59,5.88,3.84,1.51,6.79,2.81,2.63,6.37,1.57,3,6,2.75,4.03,2.26,4.57,3.01,5.13,3.98,0.76,0.41,,,
November,,4.23,2.01,3.05,4,2.03,3.85,0.97,2.35,2.11,2.15,2.17,1.99,3.03,3.41,2.61,7.88,3.12,3.54,9.45,4.6,4.52,2.1,0.69,1.53,7.04,3.74,1.83,5.25,7.17,7.75,2.24,1.73,2.1,6.45,0.36,5.91,2.39,,,
December,,7.96,5.23,2.35,7.15,6.19,4.63,0.56,4.15,7.03,3.26,2.19,5.02,3.4,6.12,4.67,0.57,2.2,3.83,7.73,3.18,2,1.98,1.18,8,4.21,3.63,2.03,3.81,2.11,1.93,2.14,3.93,1.97,3.24,4.98,3.2,3.25,,,
Total,,,40.34,29.53,34.75,36.54,41.15,36.81,36.16,34.22,37.03,21.1,38.35,37.1,45.1,39.17,39.67,42.37,37.97,35.32,37.6,35.37,39.8,25.91,32.49,44.09,33.69,33.12,33.75,35.6,34.82,29.2,33.45,29.26,31.26,29.47,37.07,26.81,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911 4 miles SW of Vicarage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Low?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 Station terminated due to ill health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
