BINGLEY SEWAGE WORKS,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3290,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,5.91,3.97,2.14,2.86,3.99,3.73,3.28,8.32,2.42,5.87,
February,,0.18,3.93,6.31,1.05,5.91,2.62,1.61,4.51,0.53,1.29,
March,,1.77,2.42,1.97,1.21,1.16,1.46,2.95,3.01,0.19,2.57,
April,,1.27,3.45,2.83,2.02,2.99,1.38,2.66,1.16,1.13,4.53,
May,,1.59,1.02,3.48,4.20,4.18,2.62,1.07,1.90,1.61,1.67,
June,,0.13,1.38,0.68,2.13,0.07,2.61,2.67,5.13,0.97,1.85,
July,,1.72,4.42,3.01,3.33,1.08,1.92,3.52,0.74,2.02,5.10,
August,,4.32,4.97,3.71,2.83,3.59,2.84,5.87,4.39,1.98,4.11,
September,,1.31,3.34,3.63,3.49,2.64,1.77,4.02,0.69,0.30,5.83,
October,,2.05,0.88,3.57,3.12,4.09,3.60,3.72,5.67,3.57,4.20,
November,,2.27,1.63,4.80,2.15,2.44,5.98,3.52,5.30,6.95,4.82,
December,,4.59,3.93,3.41,4.20,4.67,1.24,2.51,2.82,8.22,3.40,
Total,,27.11,35.34,39.54,32.59,36.81,31.77,37.40,43.64,29.89,45.24,
Calc annual,0.00,27.11,35.34,39.54,32.59,36.81,31.77,37.40,43.64,29.89,45.24,
Difference,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
