BINGLEY (SEWAGE WORKS),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3290,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.20,3.47,2.35,2.99,,,4.22,4.46,-999.00,,,
February,3.66,0.24,5.22,0.23,,,5.81,1.54,-999.00,,,
March,0.42,2.10,1.76,2.98,,,2.74,0.46,1.26,,,
April,3.69,3.06,1.59,3.01,,,2.61,0.26,1.62,,,
May,2.77,4.04,2.58,1.71,,,2.49,3.71,0.57,,,
June,5.61,0.92,1.56,1.61,,,1.85,3.05,0.59,,,
July,2.85,4.47,2.43,1.74,,,2.13,3.55,4.64,,,
August,3.64,1.24,0.50,1.91,,,1.62,3.80,0.83,,,
September,3.68,3.42,2.03,1.71,,,1.36,1.34,,,,
October,1.37,5.06,3.65,3.34,,,2.18,6.37,,,,
November,6.48,2.38,2.44,1.68,,,1.61,4.56,,,,
December,1.61,1.63,0.46,5.55,,,2.58,4.49,,,,
Total,38.98,32.03,26.57,28.46,,,31.20,37.59,,,,
Calc annual,38.98,32.03,26.57,28.46,0.00,0.00,31.20,37.59,9.51,0.00,,
Difference,-0.00,0.00,-0.00,0.00,NaN,NaN,0.00,0.00,NaN,NaN,,
