"SOUTHWELL OXTON HALL",,,,,,,,,,,,
Grid ref,SK630515,Long,-1.061476,Lat,53.057048,,,,,,,
Station no,RR1261,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.54,1.38,,,,,,,,,,
February,3.26,1.45,,,,,,,,,,
March,0.62,2.07,,,,,,,,,,
April,0.90,1.50,,,,,,,,,,
May,1.18,0.91,,,,,,,,,,
June,3.02,0.76,,,,,,,,,,
July,1.65,4.22,,,,,,,,,,
August,5.03,1.15,,,,,,,,,,
September,0.75,1.35,,,,,,,,,,
October,1.84,1.48,,,,,,,,,,
November,2.43,2.53,,,,,,,,,,
December,3.92,4.79,,,,,,,,,,
Total,28.14,23.59,24.00,32.50,,21.00,25.50,-999.00,23.00,,,
Calc annual,28.14,23.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,24.00,32.50,NaN,21.00,25.50,-999.00,23.00,NaN,,
