TONBRIDGE-BEECH-HURST (5inch Gauge #2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ587457,Long,0.269556,Lat,51.188496,Elevation,102,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,0.23,1.44,1.3,2.18,3.23,2.36,4.13,2.37,0.63,0.87,3.16,2.29,0.62,2.18,3.76,2.15,0.92,2.21,0.58,3.36,3.29,1.05,0.97,2.18,4.41,1.06,4.13,1.31,1.7,1.09,2.81,1.27,2.62,,,,,,,
February,2.69,2.69,1.81,4.24,1.53,3.04,0.35,0.57,1.4,2.55,1.07,0.02,1.74,3.6,1.8,0.63,0.31,2.5,1.36,2.68,6.31,1.84,1.25,1.5,3.45,0.95,2.11,1.39,1.2,0.58,4.46,1.32,2.15,,,,,,,
March,0.8,1.92,1.05,1.05,1.61,1.8,1.56,1.7,3.83,2.24,2.72,2.36,1.82,0.57,1.23,1.48,2.78,4.7,1.84,0.94,1.12,2.24,1.61,2.46,1.71,3.57,1.73,1,2.66,3.85,1.59,2.45,4.58,,,,,,,
April,1.74,0.59,3.05,1.26,1.19,1.97,1.91,1.54,1.78,3,2.46,0.29,1.61,0.06,1.84,1.88,0.65,1.82,0.9,2.59,0.99,1.92,0.66,2.11,0.96,2.66,1.32,2.62,2.35,1.62,1.81,2.43,0.07,,,,,,,
May,0.03,1.09,0.95,2.04,0.38,3.17,3.44,2.05,0.92,1.52,1.75,2.82,1.34,0.69,1.52,0.06,0.29,1.42,3.46,1.54,1.07,0.73,2.59,1.55,2.33,1.8,1.55,2.09,1.39,1.61,2.73,1.21,0.98,,,,,,,
June,2.5,2.31,2.99,1.21,1.17,0.87,0.26,0.89,3.09,1.27,2.23,1.74,3.04,1.01,2.19,0.22,4.47,1.6,1.42,1.28,2.69,1.41,2.46,5.04,1.04,4.15,2.53,2.23,2.41,2.64,1.73,2.24,2.87,,,,,,,
July,2.64,1.21,2.87,2.6,2.02,0.16,2.17,0.55,4.59,3.24,4.24,3.72,1.64,3.19,3.85,2.88,0.89,0.44,0.43,1.55,1.34,1.33,2.38,7.57,0.89,0.99,0.52,1.33,3.25,2.82,2.17,0.41,1.29,,,,,,,
August,1.26,3.04,1.52,0.44,0.75,0.77,3.58,2.55,2.88,2.13,3.02,3.77,3.03,0.74,2.03,1.67,2.13,2.64,1.24,1.59,2.25,1.78,3.43,3.01,1.3,2.14,0.81,2.35,4.88,2.28,2.29,0.52,6,,,,,,,
September,3.58,1.87,2.69,2.94,4.01,4.42,1.79,3.14,2.15,1.73,0.83,1.17,2,2.47,2.51,0.36,6.54,2.78,0.45,3.17,0.85,1.15,1.25,2.23,1.43,1.68,1.33,0.43,1.53,2.89,0.44,1.58,3.05,,,,,,,
October,7.16,2.77,6.83,2.55,1.37,3.44,3.22,1.41,1.71,6.22,1.23,8.2,5.17,4.12,4.65,2.83,4,0.26,3.33,2.08,2.33,2.79,2.07,5.83,1.9,1.55,4.08,4.58,1.82,5.53,2.59,4.73,3.4,,,,,,,
November,3.4,3.71,3.43,4.43,0.88,3.37,3.19,5.04,4.16,1.19,3.72,2.42,2.82,2.35,4.85,5.57,1.53,1.48,3.31,4.9,2.72,0.67,1.98,2.21,1.35,4.37,5.4,2.07,1.11,0.88,3.62,5.5,2.21,,,,,,,
December,2.93,2.89,2.5,1.1,3.06,1.11,5.43,2.15,1.66,1.73,0.76,3.67,1.85,2.52,1.77,3.75,3.88,3.75,2.46,1.66,3.12,4.5,1.68,2.32,3.29,0.62,2.03,2.72,2.79,3.89,3.66,6.14,3.24,,,,,,,
Total,28.96,25.53,30.99,26.04,21.2,26.48,31.03,23.96,28.8,27.69,27.19,32.47,26.68,23.5,32,23.48,28.39,25.6,20.78,27.34,28.08,21.41,22.33,38.01,24.06,25.54,27.54,24.12,27.09,29.68,29.9,29.8,32.46,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: There are multiple duplicate values between the 3 gauges at this location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
