TONBRIDGE-BEECH-HURST (8inch Monthly Gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ587457,Long,0.269556,Lat,51.188496,Elevation,105,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,2.36,4.2,2.36,0.63,0.9,3.18,2.38,0.59,2.18,3.85,2,0.9,2.08,0.56,3.39,3.3,1.03,0.97,2.19,4.5,1.17,4.34,1.3,1.79,1.09,2.88,1.23,2.67,,,,,,,
February,,,,,,3.04,0.38,0.63,1.43,2.41,0.99,0.03,1.75,3.62,1.85,0.65,0.3,2.51,1.33,2.69,6.32,1.87,1.26,1.51,3.47,0.93,2.16,1.37,1.2,0.32,4.28,1.35,2.08,,,,,,,
March,,,,,,1.8,1.47,1.71,3.67,2.28,2.65,2.1,1.63,0.6,1.24,1.5,2.82,4.73,1.83,0.96,1.13,2.31,1.65,2.46,1.73,3.63,1.73,0.87,2.63,4.01,1.5,2.52,4.62,,,,,,,
April,,,,,,2.01,1.98,1.56,1.72,3.02,2.44,0.22,1.42,0.05,1.85,1.89,0.62,1.83,0.94,2.53,0.96,1.95,0.65,2.16,0.99,2.65,1.38,2.55,2.36,1.56,1.74,2.05,0.07,,,,,,,
May,,,,,,3.26,3.48,2.08,0.96,1.52,1.72,2.82,1.12,0.7,1.58,0.06,0.29,1.35,3.52,1.55,1.11,0.73,2.65,1.57,2.39,1.85,1.46,1.7,1.25,1.55,2.57,1.22,0.86,,,,,,,
June,,,,,,0.88,0.29,0.91,2.95,1.26,2.27,1.58,2.71,1.02,1.99,0.22,4.32,1.58,1.46,1.27,2.66,1.41,2.41,5.03,1.03,4.01,2.38,2.06,2.21,2.53,1.53,2.19,2.68,,,,,,,
July,,,,,,0.16,1.96,0.57,4.61,3.31,4.23,3.73,1.41,2.89,3.91,2.85,0.89,0.45,0.41,1.54,1.3,1.31,2.41,7.64,0.87,0.87,0.34,1.17,3.2,2.69,1.98,0.34,1.29,,,,,,,
August,,,,,,0.78,3.54,2.57,2.81,2.01,3.04,3.79,2.83,0.74,2,1.67,2.13,2.64,1.26,1.59,2.24,1.76,3.58,3.09,1.35,2.03,0.7,2.24,4.94,2.22,2.13,0.37,5.98,,,,,,,
September,,,,,,4.44,1.8,2.92,2.15,1.76,0.84,1.09,1.97,2.35,2.51,0.38,6.63,2.74,0.46,3.17,0.84,1.15,1.27,2.27,1.36,1.63,1.27,0.28,1.41,2.86,0.35,1.46,3.06,,,,,,,
October,,,,,,3.43,2.9,1.48,1.75,5.57,1.24,8.37,5.16,4.18,4.66,2.87,4.02,0.28,3.35,2.09,2.37,2.8,2.1,5.89,1.82,1.55,4.05,4.66,1.77,5.62,2.58,4.81,3.37,,,,,,,
November,,,,,,3.45,3.33,5.08,4.22,1.22,3.73,2.34,2.83,2.32,4.87,5.62,1.54,1.48,3.37,4.9,2.67,0.69,2,2.26,1.35,4.5,5.48,2.07,0.9,0.87,3.67,5.62,2.22,,,,,,,
December,,,,,,1.3,5.47,2.23,1.72,1.76,0.76,3.38,1.74,2.57,1.85,3.75,3.67,3.76,2.43,1.6,3.13,4.47,1.63,2.35,3.34,0.61,2,2.76,2.78,4,3.76,6.07,3.28,,,,,,,
Total,,,,,,26.91,30.8,24.1,28.62,27.02,27.09,31.83,25.16,23.22,32.16,23.46,28.13,25.43,20.92,27.28,28.03,21.48,22.58,38.42,24.2,25.43,27.29,23.03,26.44,29.32,28.97,29.23,32.18,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: There are multiple duplicate values between the 3 gauges at this location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
