BROADFORD HURDLESTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IR5720772431,Long,-8.635278,Lat,52.801444,Elevation,167,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,5.32,3.09,2.45,2.87,5.31,1.83,1.56,2.08,3.62,2.09,1.22,1.5,2.01,3.86,4.65,2.98,3.42,4.67,3.9,2.56,5.36,1.44,2.86,3.33,4.07,1.99,3.96,7.1,2.47,5.46,3.29,1.31,3.62,4.88,5.8,5.39,4.58,4.04,4.71,5.16,6.75,6.03,6.22,1.89,6.86,2.93,4.6,4.21,6.67,1.35,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.2,1.49,0.67,2.39,1.77,0.32,1.67,3.02,2.57,0.48,1.35,1.62,1.91,2.5,3.31,0.96,2.37,2.71,4.89,1.84,2.87,2.21,1.95,1.61,5.55,3.39,2.41,2.46,7.21,5.17,4.72,1.84,5.22,1.75,3.82,2.16,6.86,6.3,1.76,6.89,4.18,3.11,4.64,3.62,0.96,3.79,0.15,3.05,0.26,2.72,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.88,1.58,2.87,1.86,2.34,2.37,0.62,0.51,1.96,2.53,3.25,4.1,0.8,1.24,0.6,2.93,3.01,5.26,2.51,5.03,2.26,2.74,3.48,2.9,2.93,1.66,4.68,5.15,5.14,0.87,1.65,2.88,2.62,2.96,4.03,3.64,2.35,3.38,1.27,0.95,1.83,4.02,3.16,1.11,5.53,1.97,2.06,3.76,3.81,2.12,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,3.25,2.17,1.23,3.08,0.97,2.25,0.98,1.05,3.19,1.55,0.77,3.85,3.15,2.98,2.04,2.58,2,1.84,2.09,2.48,1.41,3.4,1.95,5.66,3.3,2.25,0.99,3.61,2.01,2.32,3.9,2.5,1.19,1.83,3.82,1.21,2.85,3.76,4,5.27,3.13,1.55,2.85,1.37,1.93,2.72,2.01,2.08,2.13,2.97,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,5.27,1.8,2.79,3.24,2.49,1.95,4.05,1.84,2.75,0.93,0.23,1.68,3.09,3.15,2.37,1.32,2.26,3.77,3,1.32,3.55,2.66,3.36,1.92,2.67,2.52,1.56,3.55,1.94,1.29,4.51,3.61,2.69,3.12,5.54,3.19,2.65,1.89,4.38,5.4,3.41,1.27,1.39,2.61,1.87,4.16,3.78,5.66,2.26,1.29,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.53,0.75,4.43,0.91,3.09,1.74,1.95,2.35,3.03,0.95,2.44,4.27,2.91,1.59,5.26,2.5,1.4,1.33,2.01,2.09,2.51,3.65,2.19,3.22,3.14,2.54,5.69,3.81,1.05,1.15,3.38,2.32,1.83,2.81,2.11,0.45,2.59,1.7,4.27,0.46,3.57,4.79,4.52,2.03,2.84,3.99,1.14,2.3,2.59,5.49,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,3.8,2.86,4.03,2.28,3.15,1.11,4.68,2.37,4.54,3.35,4.98,3.39,1.61,2.12,2.13,1.33,1.77,4.59,4.11,1.97,3.43,2.51,3.81,3.5,3.5,3.31,4.53,1.16,4.26,5.5,2.45,2.59,5.05,2.23,5.45,4.32,4.32,5.06,4.76,3.47,5.05,2.7,2.83,3.89,4.05,4.18,3.45,3.37,2.62,1.6,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.57,2.62,2.62,5.16,3.93,8.44,5.45,4.03,2.92,4.79,2.28,5.84,6.36,2.14,6.69,3.66,1.61,5.21,4.24,4.27,3.46,3.5,5.31,1.3,5.93,2.65,5.79,2.19,5.85,3.16,3.31,9.02,3.67,2.82,2.4,4.67,3.32,6.96,5.21,2.81,3.81,5.73,5.64,6.91,6.21,3.94,2.91,2.12,4.01,3.61,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,3.55,2.72,1.26,1.52,3.39,3.17,3.72,2.6,0.21,1.28,5.28,2.79,3.88,2.93,1.41,5.97,2.19,3.77,2.97,2.16,1.35,1.73,6.2,3.21,1.04,3.1,0.58,5.74,4.15,2.84,2.39,1.97,8.12,4.19,3.21,2.09,4.8,5.32,8.36,2.51,2.65,5.66,2.81,1.06,3.48,2.24,4.59,1.57,5.91,6.46,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,4,2.22,1.6,3.4,2.54,3.55,1.8,2.74,2.84,3.49,2.48,2.98,2.61,1.72,5.35,3.08,1.87,5.73,3.15,1.93,5.43,4.87,1.95,6.69,2.92,4.78,3.34,4.13,2.74,4.62,8.61,7.34,5.3,0.93,3.46,2.93,1.31,5.89,5.14,4.86,3.47,3.29,7.36,5.68,6.36,2.56,4.11,2.03,3.7,4.23,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
