"BROADFORD HURDLESTOWN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,5.31,1.83,1.56,2.08,3.62,2.09,1.22,1.50,2.01,3.86,,
February,1.77,0.32,1.67,3.02,2.57,0.48,1.35,1.62,1.91,2.50,,
March,2.34,2.37,0.62,0.51,1.96,2.53,3.25,4.10,0.80,1.24,,
April,0.97,2.25,0.98,1.05,3.19,1.55,0.77,3.85,3.15,2.98,,
May,2.49,1.95,4.05,1.84,2.75,0.93,0.23,1.68,3.09,3.15,,
June,3.09,1.74,1.95,2.35,3.03,0.95,2.44,4.27,2.91,1.59,,
July,3.15,1.11,4.68,2.37,4.54,3.35,4.98,3.39,1.61,2.12,,
August,3.93,8.44,5.45,4.03,2.92,4.79,2.28,5.84,6.36,2.14,,
September,3.39,3.17,3.72,2.60,0.21,1.28,5.28,2.79,3.88,2.93,,
October,2.54,3.55,1.80,2.74,2.84,3.49,2.48,2.98,2.61,1.72,,
November,4.56,1.97,4.17,1.91,4.34,3.83,1.19,5.60,4.76,2.65,,
December,2.02,5.06,1.79,3.88,3.37,2.52,4.09,3.68,2.94,6.10,,
Total,35.56,33.76,32.44,28.38,35.34,27.79,29.56,41.30,36.03,32.98,,
Calc annual,35.56,33.76,32.44,28.38,35.34,27.79,29.56,41.30,36.03,32.98,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
