"EARL'S CROOME, LEVANT LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2397,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,1.18,,
June,,,,,,,,,,1.04,,
July,,,,,,,,,,2.86,,
August,,,,,,,,,,2.17,,
September,,,,,,,,,,2.52,,
October,,,,,,,,,,2.83,,
November,,,,,,,,,,1.56,,
December,,,,,,,,,,3.40,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.56,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
