HALIFAX OVENDEN MOOR - old gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE034313,Long,-1.949887,Lat,53.778022,Elevation,1375,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,,,6.79,2.72,4.56,1.1,-999,2.5,2,3.5,4.1,9.6,2.4,3.3,5.3,3.9,7.2,0.6,2.8,4.5,3.2,1,6.4,3.6,4.6,6.1,5.3,5.8,4.14,1.58,7.32,6.88,7.71,5.58,1.3,4.03,3.85,3.73,9.55,1.51,6.94,4.73,2.99,4.2,3.35,5.98,1.74,5.38,4.06,2.83,4.88,7.58,3.1,3.61,3.99,5.14,6.03,2.86,3.9,1.92,4.99,5.34,4.11,5.93,6.79,2.3,4.37,5.25,2.41,3.78,2.71,2.5,2.26,5.72,3.25,,,,,,
December,,,7.2,1.38,7.05,2.3,-999,3.7,5,7,1.9,0.8,5.2,6.6,3.9,2.6,6.2,3.4,9.9,7,3,2.8,4.4,2.1,4,2.5,8.7,4.7,3.45,4.49,7.24,5.23,5.29,3.64,7.21,2.02,7.69,3.43,3.13,3.2,1.01,10.58,2.7,4.87,4.47,5.82,6.85,6.91,6.3,3.72,5.82,9.18,4.72,2.42,3.15,1.51,4.52,4.94,3.21,6.07,6.56,6.39,6.11,3.42,8.12,8.33,4.07,3.05,7.33,6.76,4.48,6.67,4,3.87,4.37,,,,,,
Total,,,,,36.4,39.97,57.2,50.5,45.1,56.3,51.9,43.7,50,53.7,38.7,35,57.2,43.8,42.5,44.7,35.3,36.7,60.7,36.4,39.9,46.2,48.7,51.5,,45.08,52.12,50.68,58.61,49.13,40.37,44.29,52.31,31.39,44.31,39.45,44.14,50.81,46.34,41.11,51.78,48.85,47.95,,48.28,46.7,46.88,41.46,41.35,60.34,38.36,37.97,47.68,44.95,41.74,47.93,50.13,42.87,57.95,38.63,47.44,43.99,52.78,44.05,50.35,42.16,46.39,37.45,40.44,47.19,43.27,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855 Jan/Feb bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856 Nov/Dec bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864 total arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878 Oct estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886 Jan/Feb/Mar bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897 Apr tampered so omitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
