HALIFAX W.W. (OVENDEN MOOR) - new gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE049316,Long,-1.92712,Lat,53.780707,Elevation,1375,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.07,4.46,6.07,4.19,11.41,1.52,6.2,5.31,5.4,2.76,3.9,2.64,4.91,5.45,6.97,6.54,2.42,3.4,5.41,5.35,7.92,5,5.22,3.46,10.5,2.34,3.07,5.16,3.9,1.66,3.84,2.27,6.86,5.32,4.41,3.47,5.5
February,,,,,1.44,6.98,4.61,2.13,5.71,0.82,1.67,5.34,0.3,5.83,0.61,7.65,3.49,6.42,2.33,5.25,2.88,5.83,2.14,3.48,2.32,5.39,7,4.4,4.07,3.47,6.91,3.1,1.47,3.26,3.77,3.44,2.32,3.73,7.21,0.76,3.5
March,,,,,1.6,1.78,2.47,4.39,2.94,0.83,2.52,0.33,2.79,2.59,3.48,2.37,3.03,3.63,2.02,3.47,4.08,4.5,2.58,1.65,0.61,1.6,1.71,8.1,2.01,2.05,2.67,5.08,2.91,2.08,2.51,3.3,2.38,4.16,2.42,1.96,2.2
April,,,,,2.32,3.23,2.14,3.93,1.22,1.47,3.38,4.31,4.41,2.4,3.16,5.38,1.91,3.33,0.64,2.02,4.28,2.35,2.01,2.63,4.04,3.16,2.1,4.32,3,4.98,4.22,2.29,3.06,3.23,0.68,1.95,3.74,0.49,1.32,4.64,2.98
May,,,,,5.15,4.66,4.32,1.86,2.1,2.33,2.17,4.24,5.25,3.3,2.87,0.82,1.66,3.64,4.74,1.59,1.57,2.94,4.19,3.43,3.01,3.7,1.91,4.19,1.48,3.27,2.8,4.67,2.84,2.52,3.54,3.72,1.96,1.62,5.95,2.14,2.41
June,,,,,2.69,0.05,3.37,4.21,6.35,1.4,2.21,6.68,0.78,2.41,2.71,4.42,5.24,2.88,4.67,3.27,0.73,0.43,1.57,4,3.32,4.06,3.37,3.33,5.91,0.59,1.76,1.42,3.52,3.88,2.44,3.06,5.06,2.45,6.23,4.25,1.57
July,,,,,4.79,1.45,3.44,2.91,1.43,2.38,7.23,4.46,4.19,2.7,2.78,2.23,4.93,3.32,4.77,7.21,3.97,1.4,3.76,2.99,4.93,2.51,4.64,2.86,1.68,4.45,4.66,3.79,2.02,4.93,4.5,0.75,6.93,5,4.62,3.06,6.26
August,,,,,4.01,3.8,4.57,7.62,4.94,3.25,6.18,5.41,1.9,2.05,3.73,1.74,3.71,2.07,5.79,4.52,2.08,6.12,4.96,5.67,4.37,6.12,6.92,0.49,5.14,6.16,7.07,5.3,5.95,5.97,9.13,1.15,9.65,5.9,4.52,1.69,6.04
September,,,,,4.75,3.36,3.84,5.75,0.68,1.43,6.38,4.57,5.33,2.53,2.88,7.23,6.02,1.92,2.82,2.29,4.79,0.63,2.92,5.24,8.06,3,7.42,2.91,2.73,1.27,7.09,2.96,4.84,3.95,5.75,2.67,5.4,6.41,4.84,0.41,3.45
October,,,,,4.2,4.73,4.41,4.98,5.95,4.34,6.91,2.76,7.69,5.77,5.55,10.82,5.48,3.25,7.81,3.73,5.63,5.68,6.92,3.02,4.97,6.86,1.25,1.57,2.36,4.95,2.49,1.87,5.48,2.36,8.59,3.41,2.86,6.28,4.32,5.22,6.71
November,,,,,3.13,2.53,6.37,5.04,6.86,7.68,6.36,9.09,3.69,3.03,2.88,7.61,7.22,2.24,6.74,8.06,8.48,3.74,1.65,3.64,8.05,1.06,7.92,6.88,2.26,7.06,6.04,9.78,2.62,5.61,7.4,2.96,2.39,2.91,1.63,4.87,7.6
December,,,,,4.51,4.87,2.46,1.85,2.48,9.79,3.94,2.7,2.05,0.74,6.5,4.19,5.26,2.9,4.05,2.95,3.75,3.41,3.99,2.9,4.72,3.02,3.37,4.75,4.45,8.32,2.72,7.92,4.5,2.33,7.64,6.74,5.76,5.67,5.64,9,5.54
Total,,,,,41.66,41.9,48.07,48.86,52.07,37.24,55.15,55.2,43.78,36.11,41.05,57.1,52.86,41.05,53.35,50.9,44.66,40.43,42.1,44,56.32,45.48,52.83,47.26,45.59,48.91,51.5,53.34,43.11,41.78,59.79,35.42,55.31,49.94,53.11,41.47,53.76
