"BOWNESS (THE CRAIG)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4483,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,,,,,,,,4.88,10.39,,
February,,,,,,,,,13.40,3.15,,
March,,,,,,,,,5.50,1.25,,
April,,,,,,,,,1.85,,,
May,,,,,,,,,1.15,,,
June,,,,,,,,3.85,5.89,,,
July,,,,,,,,1.80,5.62,,,
August,,,,,,,,3.89,5.87,,,
September,,,,,,,,4.79,3.26,,,
October,,,,,,,,9.71,7.80,,,
November,,,,,,,,10.73,6.66,,,
December,,,,,,,,8.65,10.48,,,
Total,,,,,,,,56.82,72.36,61.56,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.42,72.36,14.79,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.40,0.00,46.77,,
