NEW HEY SEWAGE WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD933112,Long,-2.102708,Lat,53.597327,Elevation,513,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.72,6.61,4.02,3.3,3.17,4.95,5,7.1,3.72,4.42,2.78,3.45,4.84,5.19,11.97,2.21,6.55,5.47,5.64,3.05,3.93,2.05,4.15,3.73,6.15,5.75,2.01,1.56,5.45,5.7,6.53,4.35,5.75,3.84,9.78,2.48,3.19,5.18,5.14,2.17,4.45,3.43,5.17,4.69,4.28,3.58,5.37
February,,,,,2.85,4.91,5.69,0.9,6.52,1.48,4.81,0.58,5.19,6.29,1.04,6.95,3.56,1.93,5.94,0.84,0.64,6.19,0.31,3.75,0.51,5.71,2.68,6.1,2.05,5.47,2.39,5.21,1.51,3.42,2.24,5.71,6.76,1,3.42,3.16,5.54,3.26,1.5,2.49,3.2,2.24,1.44,3.14,6.13,0.42,2.68
March,,,,,5.69,1.68,3.27,2.72,2.02,6.55,3.61,3.95,3.22,2.55,0.93,1.53,1.84,5.7,3.01,1.31,3.37,0.31,2.64,3.69,3.06,1.98,3.01,2.03,1.16,2.77,3.46,4.82,3.07,1.48,0.46,1.59,1.44,6,1.88,2.07,2.46,5.15,2.95,2.4,2.8,2.21,1.32,4.03,2.58,2.08,1.2
April,,,,,1.5,2.08,3.25,1.83,1.47,2.11,5.58,1.7,2.66,3.72,1.74,2.69,2.33,3.39,0.97,1.49,3.48,3.49,3.94,2.34,2.63,4.72,1.19,2.31,0.5,2.24,2.58,2.47,2.59,2.55,3.18,2.71,1.7,3.59,2.12,3.96,4.02,2.72,3.84,3.73,0.79,2.47,2.34,0.5,1.41,4,2.68
May,,,,,2.44,2.49,2.9,2.54,1.83,1.87,6.12,2.75,1.33,4.21,5.73,4.92,4.37,1.5,1.17,3.77,2.52,2.7,5.35,2.1,2.94,1.12,0.99,2.29,4.33,1.96,2,2.54,4.2,2.93,3.6,4.2,1.57,2.46,1.66,5.2,1.76,2.15,2.41,2.77,3.12,4.18,1.19,1.79,3.93,1.42,1.9
June,,,,,3.42,1.09,2.54,1.88,1.4,2.08,2.69,0.34,2.97,1.23,2.63,0.07,2.75,4.34,6.66,1.34,2.45,5.35,0.92,2.78,2.41,4.65,5.82,1.91,4.91,3.16,1.04,0.98,1.25,4.25,3.74,6.02,3.44,3.11,4.99,0.77,2.65,0.91,3.63,2.5,3.51,3.36,2.86,2.52,4.79,2.86,1.59
July,,,,,4.83,5.18,2.41,2.07,4.3,2.48,9.6,2.07,5.2,5.5,3.82,1.68,3.33,3.38,1.98,3.44,6.02,4.87,4.72,3.89,3.03,2.18,4.39,2.31,4.61,7.11,5.91,2.92,4.47,2.85,4.56,1.7,5.11,4,2.36,2.18,4.62,4.55,2.96,6.29,5.49,1.19,6.72,5.73,3.84,3.84,7.31
August,,,,,3.47,4.28,3.11,7.92,3.28,3.68,2.77,6.65,4.8,5.77,5.88,3.46,5.11,7.53,5.37,5.86,6.79,5.93,1.35,1.58,3.18,1.96,2.3,2.94,3.98,3.03,2.15,7.58,4.84,5.95,3.86,2.77,5.7,0.46,4.99,4.16,6.98,5.91,4.55,5.73,6.55,1.02,11.1,5.48,5.86,0.47,4.93
September,,,,,2.91,0.74,2.56,2.34,12.79,1.94,3.2,1.11,3.84,4.54,4.38,3.69,3.43,5.9,0.58,2.3,3.62,4.35,5.35,1.91,4.37,7.96,5.73,1.48,1.51,1.4,5,0.62,2.74,4.89,4.96,3.3,7.28,3.32,2.78,1.41,7.65,3.75,3.73,3.47,5.98,3.23,3.56,5.48,4.9,0.39,2.89
October,,,,,2.41,2.09,7.88,7.94,3.75,2.59,1.39,5.28,1.01,5.69,6.06,5.58,3.54,4.66,4.84,5.83,5.84,2.64,7.48,4.85,5.07,9.66,5.41,1.9,10.69,2.26,4.71,5.3,6.48,3.23,5.02,6.36,0.76,1.15,3.14,5.05,3.3,1.4,5.35,2.34,7.85,2.38,3.22,6.64,4.5,4.41,4.54
