CARLTON (STAYESMORE MANOR),,,,,,,,,,,,
Grid ref,SP958551,Long,-0.600141,Lat,52.185836,,,,,,,
Station no,1183/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.93,1.60,1.22,0.88,2.15,3.99,1.19,2.72,,,,
February,3.44,0.68,2.09,2.06,1.59,0.45,2.35,2.88,,,,
March,3.47,2.89,0.42,2.33,1.97,0.78,1.95,1.59,,,,
April,2.76,2.03,2.30,0.25,0.54,0.96,0.30,0.70,,,,
May,2.51,2.85,1.75,3.43,3.43,0.42,2.02,1.66,,,,
June,1.08,1.24,1.89,2.34,2.35,2.87,1.94,5.17,,,,
July,0.98,0.58,2.25,2.46,0.29,3.72,2.30,2.49,,,,
August,3.14,2.66,2.50,4.54,0.70,3.52,1.79,3.03,,,,
September,2.43,3.16,1.18,2.17,1.37,1.77,3.91,2.88,,,,
October,0.89,2.93,2.05,1.98,1.30,1.79,1.79,2.45,,,,
November,4.53,3.56,1.91,4.16,1.29,0.94,1.78,1.74,,,,
December,1.88,2.47,0.44,2.39,2.37,2.86,2.23,2.84,,,,
Total,30.04,26.65,20.00,28.99,19.35,24.07,23.55,30.15,,,,
Calc annual,30.04,26.65,20.00,28.99,19.35,24.07,23.55,30.15,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
