BOLTON LANCASHIRE MOSS BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD691111,Long,-2.468346,Lat,53.595555,Elevation,536,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,3.77,4.16,1.95,5,5.54,5.54,5.57,2.48,7.77,5.39,2.18,0.82,0.22,4.07,6.9,5.25,3.38,5.47,3.08,1.82,2.12,5.81,2.64,4.5,2.52,3.57,4.28,2.28,1.76,4.47,5.76,6.93,3.49,,,,,,,,
February,,,,,,,,,,6.32,1.51,4.71,4.79,1.63,1.95,1.41,5.16,7.21,2.24,4.16,2.9,7.2,2.63,2.64,3.78,4.08,1.25,1.09,1.79,3.22,0.66,0.21,3.86,6.51,6.18,0.55,3.43,3.83,3.63,1.81,4.34,2.6,,,,,,,,
March,,,,,,,,,,1.51,3.63,2.35,5.17,4.32,5.58,0.99,4.53,4.23,2.91,2.3,2.26,5.34,4.71,1.73,2.96,3.47,4.23,2.78,4.03,2.98,4.48,2.45,1.25,0.89,3.92,4.35,6.73,3.91,2.55,3.15,1.04,4.1,,,,,,,,
April,,,,,,,,,,3.69,2.85,4.25,2.74,1.32,1.42,1.19,2.97,2.62,2.32,2.65,2.24,1.9,6.05,2.38,1.27,1.66,2.19,1.56,2.4,2.38,1.58,2.78,1.94,0.67,2.15,2.63,2.72,3.27,2.4,5.25,3.08,3.5,,,,,,,,
May,,,,,,,,,,3.82,1.93,2.34,3,2.64,2.26,2.97,1,4.08,5.55,2.58,2.75,3.73,3.24,0.89,2.46,2.65,4.99,3.75,0.58,3.79,2.72,3.09,4.22,2.38,4.19,0.86,0.87,2.74,4.39,3.5,2.04,1.39,,,,,,,,
June,,,,,,,,,,2.32,4.16,4.05,7.03,2.74,2.1,4.75,3.63,2.69,3.39,7.34,4.35,1.82,7.67,4.49,1,5.48,3.06,1.3,3.1,0.68,4.53,3.47,4.51,2.66,4.54,2.71,4.56,5.68,3.59,2.44,3.35,2.91,,,,,,,,
July,,,,,,,,,,1.65,1.38,6.73,5.27,7.26,4.01,6.64,4.37,8.72,1.18,6.62,5.58,4.28,6.21,3.77,5.66,2.47,4.63,1.59,8.38,4.58,3.96,3.66,4.8,3.86,5.64,5.53,2.79,2.2,1.84,3.11,2.13,1.8,,,,,,,,
August,,,,,,,,,4.22,4.74,2.9,2.06,4.09,6.4,7.91,3.29,5.08,6.29,5.85,7.83,3.2,6.84,5.82,3.29,1.93,2.18,3.12,2.39,4.5,7.89,5.91,9.71,5.74,4.58,6.92,5.27,3.67,5.91,7.89,2,7.23,3.68,,,,,,,,
September,,,,,,,,,2.58,10.06,3.92,5.85,9.89,3.22,5.28,6.46,5.66,3.41,6.98,3.83,6.58,2.67,2.32,8.34,4.3,6.62,4.89,5.63,2.48,4.54,3.31,3.98,5.48,6.8,0.58,2.14,10.53,5.52,1.61,7.98,2.46,1.61,,,,,,,,
October,,,,,,,,,9.24,5.93,12.74,6.58,6.19,7.11,6.63,6.65,3.19,6.1,5.6,4.08,2.96,4.3,4.72,6.41,4.58,7.87,6.97,3.32,2.41,3.69,4.14,5.65,7.07,4.83,5.24,5.05,6.07,3,5.16,4.14,7.17,4.48,,,,,,,,
November,,,,,,,,,3.89,6.93,4.42,2.02,4.77,3.93,7.97,6,4.98,8.75,3.27,1.37,5.75,5.21,7.46,5.9,1.8,4.32,3.98,1.83,7.06,2.37,10.46,4.63,3.33,4.69,3.66,4,1.84,5.35,4.23,2.58,4.92,5.77,,,,,,,,
December,,,,,,,,,10.15,4.88,4.15,4.26,4.74,1.83,4.87,2.12,7.05,6.21,1.16,2.41,8.91,7.03,4.34,4.45,6.31,4.32,6.77,3.68,3.07,5.47,0.73,8.25,2.89,5.29,5.32,5.49,7.43,5.73,5.15,3.94,6.46,5.79,,,,,,,,
Total,,,,,,,,,,55.62,47.75,47.15,62.68,47.94,55.52,48.04,50.1,68.08,45.84,47.35,48.3,50.54,59.24,51.19,41.3,48.5,51.55,32,41.62,43.71,48.29,50.52,49.59,45.68,51.91,42.86,52.92,48.9,46.91,45.66,51.15,41.12,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902 total estimated therefore removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
