"MASHAM MOOR SOMERSIDE - new 5"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE143773,Long,-1.782343,Lat,54.191269,Elevation,928,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.8,1.59,5.46,5.15,1.3,5.36,2.07,2.77,1.82,5.38,1.95,4.91,5.68,2.71,5.99,3.82,3.99,3.24,4.53,5.74,8.2,4.45,2.99,3.62,5.8,5.56,4.38,9.2,1.43,5.79,2.61,4.2,3.17,3.53,1.76,6.09,5.23,6.4,7.21,2.46,4.57,3.07,5.79,3.77,3.24,3.75,3.33,8.28,1.91,2.03,4.01,3.64,0.76,3.33,3.09,3.95,4.71,,,
February,,1.47,1.53,5.82,3.91,2.5,2.3,1.96,2.61,1.33,4.7,3.99,2.53,2.03,3.97,5.5,4.71,1.19,5.41,2.72,3.69,0.22,4.26,6.66,1.21,6.18,3.51,2.22,4.92,1.22,1.73,3.36,0.67,5.51,0.18,5.36,3.92,6.23,2.12,3.37,2.65,6.34,2.21,1.71,2.11,4.44,3.3,6,1.98,3,6.74,4.53,0.56,2.7,3.32,2.27,2.05,3.05,,,
March,,3.39,1.15,7.41,2.65,2.97,2.42,3.1,5.19,4.48,0.92,2.23,3.31,6.57,2.8,1.02,5.28,2.73,1.75,3.92,4.56,3.14,3.51,2.06,1.65,1.28,1.76,3.06,3.53,0.29,2.95,0.68,2.6,2.28,3.64,0.97,2.58,5.1,0.58,3.44,2.3,4.29,2.56,1.95,0.46,1.15,1.61,4.91,2.37,1.33,1.73,4.87,2.52,0.69,2.61,2.23,1.88,2.29,,,
April,,2.95,1.46,2.41,2.7,2.94,0.53,1.88,2.21,3.03,3.97,1.69,0.41,3.72,1.06,1.5,1.86,2.14,1.37,2.57,6.72,1.26,3.88,2.93,2.34,4.67,2.04,3.16,0.86,1.88,3.83,4.08,3.9,1.59,4.75,3.18,1.95,4.32,0.33,1.94,2.74,2.79,1.69,2.01,2.57,2,2.3,5.65,2.68,4.07,3.68,2.76,1.42,3.12,0.78,1,2.53,0.41,,,
May,,1.61,2.98,6.22,3.76,0.65,4.35,4.74,2.68,1.97,2.5,1.53,2.73,2.36,2.3,2.11,3.08,2.54,3.46,1.95,3.99,2.1,1.73,3.34,6.61,4.9,2.86,2.28,2.94,2.31,1.35,3.78,6.96,2.89,2.55,1.07,2.56,3.24,3.35,1.55,1.91,2.3,2.85,3.68,2.28,3.92,3.94,2.82,1.89,1.59,2.07,7.96,1.76,3.12,4.95,3.52,1.01,1.66,,,
June,,1.74,1.82,2.71,1.81,1.83,1.42,4.63,2.49,3.61,2.31,3.5,7.25,1.98,3.95,0.95,2.66,2.09,0.83,1.39,1.35,1,2.16,1.14,2.44,0.2,4.18,3.21,5.21,1.41,2.18,5.27,2.41,1.21,2.08,3.59,6.35,1.83,3.97,2.77,0.49,0.71,1.2,2.3,2.43,3.87,2.66,3.83,4.19,0.51,1.31,1.2,1.21,3.53,2.8,2.77,3.48,1.69,,,
July,,4.39,2.56,3.19,2,0.58,0.89,2.2,3.2,3.26,2.9,0.64,5.12,1.41,2.57,5.8,2.34,1.27,5.42,2.72,6.95,3.46,5.99,3.34,5.91,1.7,3.61,6.64,1.18,2.75,8.32,3.29,3.94,3.75,1.12,0.66,3.08,2.85,4.5,3.97,4.65,1.64,3.08,2.03,2.61,2.55,3.06,1.72,1.1,2.41,2.87,1.57,1.25,3.63,2.73,1.12,6.22,3.58,,,
August,,2.14,2.81,3.97,3.77,4.17,2.51,1.94,2.87,3.66,4.43,2.53,6.08,1.24,1.67,4.49,2.32,8.27,2.96,2.96,1.66,5.97,5.08,5.1,3.46,3.19,3.61,10.05,5.09,3.15,3.6,3.99,1.92,0.46,2.7,2.48,2.29,1.65,5.53,2.68,0.74,2.78,3.43,4.2,2.31,3.73,6.23,0.61,4.08,2.51,5.85,6.57,3.93,3.84,6.66,1.32,8.28,6.53,,,
September,,1.63,2.05,5.17,1.06,2.64,0.56,0.59,3.48,2.47,0.23,2.44,1.52,2.09,1.74,0.52,2.96,1.5,8.9,1.52,1.11,1.88,5.16,3.85,5.45,2.63,3.69,5.85,0.47,1.2,5.53,5.98,2.98,2.67,2.98,6.45,2.49,1.93,2.25,1.77,2.36,0.21,2.14,5.3,6.68,2.39,6.77,2.38,2.35,1.94,5.02,2.19,5.3,3.04,4.06,2.02,4.18,4.24,,,
October,,1.51,4.56,10.25,1.07,1.98,8.49,7.83,2.06,3.98,4.61,4.49,3.26,3.44,2.38,1.56,7.41,5.65,3.62,5.15,3.2,1.84,1.43,4.69,4.87,4.27,3.91,5.83,6.5,4.08,4.16,1.61,4.97,3.92,4.76,6.26,3.28,3.1,8.53,4.04,4.56,5.16,3.41,2.69,4.71,6.72,2.39,1.91,1.17,4.74,2.21,1.96,4.61,2.18,7.48,2.16,2.61,4.33,,,
