GIRVAN TURNBERRY (LIGHTHOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS196072,Long,-4.845088,Lat,55.325677,Elevation,96,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,3.98,4.07,2.56,10.14,5.51,0.96,2.05,0.25,2.04,3.37,4.91,1.29,3.63,2.25,2,2.55,2.63,1.94,1.89,0.88,3.3,0.85,3.05,1.05,2.9,4.8,5.3,2.5,4.9,3.85,3.7,1.9,2.9,0.95,,4.11,2.76,2.23,2.8,3.01,2.17,3.55,3.5,2.39,2.75,1.99,2.43,2.18,0.69,2.97,4.69,2.94,3.44,4.74,7.05,1.91,5.02,3.58,3.83,,,,,,,,
February,,,,,1.32,1.11,4.8,3.53,3.59,3.86,3.72,2.6,2.58,5.08,3.12,3.06,1.5,1.8,0.6,3.65,0.83,0.25,1.03,3.38,5.96,0.16,1.9,2.77,7.25,1.6,2.8,1.3,0.7,4.45,1.8,1.82,1.45,1.02,,2.8,5.19,4.88,2.09,1.41,3.75,4.79,3.81,1.68,4.18,0.76,1.76,0.26,0.91,4.5,0.78,4.24,2.98,1.32,2.81,1.94,0.22,3.32,0,,,,,,,,
March,,,,,3.09,1.3,6.4,2.4,2.36,2.72,2.89,4.18,4.13,1.67,1.91,1.31,1.43,1.27,2.15,2.2,1.4,1.99,0,2.78,3.47,4.77,7.25,4.75,2.35,2.9,0.5,1.8,3.9,7.5,2,1.8,2.2,1.23,,2.39,1.45,1.1,3.75,3.29,3.4,1.49,0.84,1.59,1.36,1.21,2.18,3.02,0.21,1.19,1.29,1.59,2.19,2.72,2.62,0.82,2.37,0.91,0.67,,,,,,,,
April,,,,,1.96,1.45,2.4,3.65,1.58,1.77,4.96,1.02,2.23,1.42,0.9,1.75,1.09,2.71,1.15,1.8,1.05,0.3,0.39,1.11,2.08,2.08,2.65,1.7,2.8,3.4,2.3,3.1,1.3,1.4,2.15,1.2,0.65,0.72,,2.19,2.33,3.01,1.47,2.91,2.23,1.84,3.49,1.54,0.9,1.3,1.18,0.91,0.83,1.79,2.37,2.84,1.64,2.86,1.51,1.43,1.37,0.99,2.51,,,,,,,,
May,,,,,0.9,1.82,0.39,3.14,2.31,3.11,1.36,4.48,1.87,1.68,2.35,1.27,2.3,1.81,2.1,2.1,2.48,0.9,3.47,2.91,4.68,0.57,1,1.8,2.5,2.8,2.8,1.6,2.2,4.3,1.55,0.85,2.2,0.86,,1,2.13,2.01,1.82,1.97,1.64,0.78,2.86,2.61,1.63,0.66,1.44,0.42,0.68,1.79,3.61,6.17,1.84,2.25,1.47,2.32,1.29,2.14,2.37,,,,,,,,
June,,,,,0.32,2.33,3.59,6.74,3.32,4.6,2.42,2.98,2.52,2.9,0.78,0.86,1.27,0.61,2.4,0.5,3.16,0.53,1.38,0.59,2.52,1.65,3.3,5.05,3.35,1.9,2,2.3,1.4,2.1,1.3,1.15,1.3,1.66,,2.7,2.51,2.4,4.8,2.81,0.69,1.29,1.19,2.16,1.75,3.34,1.86,0.23,3,1.69,2.84,0.46,1.52,4.33,3.69,2.62,2.52,5.74,0.69,,,,,,,,
July,,,,,2.45,2.56,3.92,7.18,1.03,5.5,3.55,5.27,3.44,1.16,3.05,1.2,1.82,2.61,3.55,2.66,2.81,0.31,2.45,2.79,1.8,4.3,5,2.05,1.1,4.1,3.4,0.3,2.2,3.43,1.05,1.4,1.2,0.64,0.57,4.62,4.1,2.45,0.62,0.87,2.28,3.54,2.98,2.33,2.19,0.35,2.37,1.89,2.31,3.25,2.87,2.04,2.88,2.55,2.39,3.55,2.51,2.89,3.82,,,,,,,,
August,,,,,5.5,4.94,3.21,4.92,3.2,5.72,0.24,4.49,3.39,4.39,2.01,1.17,1.56,1.78,3.35,5.27,2.36,5.55,6.49,2.7,3,7.25,4.2,5.5,4.6,1.9,4.5,5.2,3.1,3.85,3.75,3.8,1.22,,2.24,2.1,4.14,1.82,3.38,1.33,3.95,3.32,3.32,4.11,4.04,1.99,2.37,2.63,2.17,5.13,4.02,2.44,3.41,3.53,3.59,5.24,5.91,1.9,0.36,,,,,,,,
September,,,,2.35,4.16,6.08,3.69,2.81,4.68,7.06,4.69,3.05,3.86,3.3,2.98,4.43,2.95,4.07,1.95,2.22,3.68,5,6.25,2.05,0.17,1.6,5.5,5.25,2.3,4.2,3.4,2.4,3.2,2.8,2.25,2.6,1.12,,4.3,1.37,1.26,1.87,2.33,2.5,1.68,0.74,1.57,1.6,3.13,3.36,1.65,0.86,1.99,5.72,4.7,2.02,3.82,5.86,3.49,0.86,3.39,0.98,0.95,,,,,,,,
October,,,,7.48,5.61,5.64,8.45,6.64,5.59,3.03,1.44,2.76,1.85,3.02,2.91,3.29,2.58,1.3,1.6,3.09,1.95,5.56,2.79,4.94,2.38,1.32,2.85,2.45,3.3,5.4,4.9,5.1,2.3,7.65,1.5,2.8,1.54,,0.66,6.02,1.24,3.16,2.06,0.84,2.1,2.27,4.76,7.48,3.03,0.59,1.67,2.09,1.49,5.2,2.46,3.51,5.18,4.01,5.17,4.67,6.14,3.08,5.42,,,,,,,,
