"MARTOCK (THE PADDOCK)",,,,,,,,,,,,
Grid ref,ST462190,Long,-2.767541,Lat,50.967893,,,,,,,
Station no,2066,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.47,2.00,0.56,1.71,3.21,3.58,2.04,2.61,4.25,3.12,,
February,4.67,0.54,1.22,2.42,2.03,0.13,3.87,3.12,0.25,3.35,,
March,2.46,2.31,0.48,3.95,1.34,0.59,1.96,0.62,3.46,1.90,,
April,2.54,2.03,3.28,0.25,0.83,1.15,0.24,0.52,2.81,2.60,,
May,2.71,3.72,2.06,2.08,3.48,0.40,1.55,1.82,0.97,1.16,,
June,0.89,2.24,2.27,2.75,2.34,1.91,2.05,3.14,0.96,0.98,,
July,2.27,0.60,3.05,2.49,2.18,2.33,2.56,2.10,1.58,3.04,,
August,5.38,3.25,1.99,2.26,1.32,3.55,2.02,2.60,1.13,3.89,,
September,2.77,3.38,2.41,2.24,1.04,3.73,2.65,4.66,0.08,4.20,,
October,0.86,3.57,3.19,2.25,1.76,1.95,1.98,2.69,3.39,8.23,,
November,7.82,4.13,1.22,6.60,4.06,0.68,1.97,3.35,5.46,3.52,,
December,2.65,2.42,0.57,2.66,4.68,3.77,2.96,4.00,6.69,3.26,,
Total,37.49,30.19,22.30,31.66,28.27,23.77,25.85,31.23,31.03,39.25,,
Calc annual,37.49,30.19,22.30,31.66,28.27,23.77,25.85,31.23,31.03,39.25,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
