WEYBRIDGE-HEATH-FIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ076639,Long,-0.45584,Lat,51.363984,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.47,0.84,2.72,2.78,1.04,0.9,2.38,3.87,1.12,3.6,1.74,1.79,0.83,1.61,1.23,3.63,2.65,0.56,3.94,0.81,1.17,3.14,3.99,2.06,2.16,2.26,1.17,2.5,1.76,2.94,1.81,3.29,1.22,3.49,,1.94,1.27,1.43,0.76,3.81,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.25,1.47,2.39,3.69,1.66,0.95,0.88,2.61,0.72,1.83,1.4,0.8,0.44,3.4,1.18,2.12,1.07,2.94,4.21,3.93,0.48,0.96,2.09,0.33,0.41,2.31,3.17,0.58,3.34,2.26,3.96,1.62,0.51,0.64,,0.18,2.72,0.17,2.18,1.72,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.84,1.42,0.49,1.09,1.88,1.75,2.65,1.65,3.52,1.31,0.95,2.53,3.28,1,1.77,2.86,2.9,4.37,1.01,4.82,1.96,1.07,3.76,1.46,1.18,1.67,2.62,0.57,0.37,0.68,2.46,1.73,0.04,1.13,,1.71,2.61,2.1,0.38,1.44,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.1,0.86,2.42,0.59,2.16,0.73,1.64,1.23,1.65,0.56,3.69,2.64,1.85,1.26,1.89,0.08,2.54,1.19,1.37,1.22,2.11,3.06,2.46,3.28,0.82,2.73,2.15,3.34,2.02,2.58,1.78,1.69,0.84,2.17,3.97,2.35,0.95,2.1,3.37,1.69,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.38,2.64,1.54,0.77,0.47,2.07,2.25,2.52,0.46,2.25,1.57,1.84,1.42,1.86,1.29,1.31,2.12,1.2,3.4,1.82,2.88,2.45,0.25,0.7,1.61,0.98,2.66,3.08,1.9,1.77,1.15,2.37,1.49,3.7,2.46,4.89,3.15,0.52,1.57,0.78,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.87,1.6,1.64,2.49,1.55,3.94,6.75,0.74,5.02,2.33,2.06,1.09,4.31,1.8,1.8,2.65,0.44,1.59,0.96,1.8,3.09,0.69,1.28,2.01,0.18,1.08,0.41,2.68,0.03,3.21,3.36,2.3,0.79,0.79,1.75,0.97,2.28,1.17,2.83,4.7,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,0.94,0.85,0.55,0.9,1.56,1.11,3.82,1.78,0.49,0.97,1.63,2.6,2.83,2.57,1.79,1.51,1.55,3.2,3.67,1.29,5.92,5.68,2.11,4.99,0.22,2.95,1.87,3.14,4.26,1.48,2.55,1.62,1.19,1.77,2.88,2.76,1.44,3.18,1.9,3.26,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.86,1.29,1.11,2.57,1.67,4.1,3.84,1.78,3.27,0.98,2.5,2.11,2.23,1.81,0.61,5.34,1.48,1.56,2.79,3.57,4.26,1.24,2.23,1.63,0.53,2.83,1.55,2.59,3.59,0.93,3.09,2.74,2.51,2.69,3.74,1.28,0.38,1.84,2.59,1.2,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,1.62,0.82,1.6,0.49,1.17,3.62,3.14,1.44,2.1,1.6,0.6,1.43,2.6,0.88,1.31,2.72,2.17,0.74,2.12,1.44,1.9,5.76,1.67,2.34,1.56,1.42,1.39,2.93,2.46,1.72,4.89,0.96,0.19,1.88,,2.64,2.53,1.52,3.43,2.07,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.91,3.45,1.33,0.92,1.49,1.7,6.5,1.76,1.5,4.14,4.5,2.44,3.74,3.14,3.12,2.68,3.83,1.42,2.99,4.34,3.5,1.19,0.55,1.45,0.82,1.01,5.87,3.57,2.69,2.47,1.28,4.51,2.96,2.97,,4.34,1.83,1.52,2.47,1.76,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.25,2.77,4.5,1.99,0.45,1.75,2.38,1.83,2.98,3.94,1.29,0.71,0.7,2.72,3.89,2.02,2.27,2.92,2.23,4.75,0.99,2.4,1.67,1.14,2.35,1.41,1.53,2.71,1.56,4.99,3.12,1.88,5.65,4.4,,1.02,1,1.99,4.79,3.19,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,2.45,2.54,1.21,2.79,3.05,1.16,1.95,2.42,0.79,1.7,3.06,2.27,2.73,3.67,5.57,2.84,0.98,7.48,5.57,2.26,1.62,2.16,4.07,2.08,1.15,3.57,2.16,3.09,2.93,0.46,3.96,2.8,5.34,1.87,,0.41,0.49,5.36,2.34,2.34,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,24.94,20.55,21.5,21.07,18.15,23.78,38.18,23.63,23.62,25.21,24.99,22.25,26.96,25.72,25.45,29.76,24,29.17,34.26,32.05,29.88,29.8,26.13,23.47,12.99,24.22,26.55,30.78,26.91,25.49,33.41,27.51,22.73,27.5,,24.49,20.65,22.9,28.61,27.96,30.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
