"WEYBRIDGE HEATH FIELD",,,,,,,,,,,,
Grid ref,TQ076639,Long,-0.455840,Lat,51.363984,,,,,,,
Station no,231,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.78,1.04,0.90,2.38,3.87,1.12,3.60,1.74,1.79,0.83,,
February,3.69,1.66,0.95,0.88,2.61,0.72,1.83,1.40,0.80,0.44,,
March,1.09,1.88,1.75,2.65,1.65,3.52,1.31,0.95,2.53,3.28,,
April,0.59,2.16,0.73,1.64,1.23,1.65,0.56,3.69,2.64,1.85,,
May,0.77,0.47,2.07,2.25,2.52,0.46,2.25,1.57,1.84,1.42,,
June,2.49,1.55,3.94,6.75,0.74,5.02,2.33,2.06,1.09,4.31,,
July,0.90,1.56,1.11,3.82,1.78,0.49,0.97,1.63,2.60,2.83,,
August,2.57,1.67,4.10,3.84,1.78,3.27,0.98,2.50,2.11,2.23,,
September,0.49,1.17,3.62,3.14,1.44,2.10,1.60,0.60,1.43,2.60,,
October,0.92,1.49,1.70,6.50,1.76,1.50,4.14,4.50,2.44,3.74,,
November,1.99,0.45,1.75,2.38,1.83,2.98,3.94,1.29,0.71,0.70,,
December,2.79,3.05,1.16,1.95,2.42,0.79,1.70,3.06,2.27,2.73,,
Total,21.07,18.15,23.78,38.18,23.63,23.62,25.21,24.99,22.25,26.96,,
Calc annual,21.07,18.15,23.78,38.18,23.63,23.62,25.21,24.99,22.25,26.96,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
