CHAGFORD-THORNWORTHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX671850,Long,-3.8812,Lat,50.6499,Elevation,1150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,3.42,3.64,10.22,10.66,14.08,8.04,8.79,4.91,7.36,8.85,7.53,,13.89,3.13,12.76,7.84,14.38,6.45,10.02,2.26,10.37,16.51,13.85,14,3.53,7.33,9.22,15.15,8.51,8.42,11.27,9.27,16.28,2.61,2.71,7.8,10,1.28,4.1,9.06,8.84,9.41,,,7.31
February,,,,,,,13.15,1.3,6.31,6.97,2.34,0.61,9.5,11.58,2.79,7.02,3.06,,7.35,3.12,2.9,6.41,0.09,6.17,0.3,9.53,6.34,15.38,3.3,5.09,7.23,9.82,1.09,6.04,2.09,8.81,8.45,5.48,4.92,4.17,13.66,9.03,1.55,2.93,6.72,7.26,0.41,11.46,,,9.28
March,,,,,,,4.93,5.12,3.59,10.73,7.39,5.49,7.1,1.66,2.43,0.49,1.13,8.62,8.94,0.59,3.94,2.77,4.73,7.93,4.5,1.88,5.53,8.1,0.58,3.72,5.49,8.3,5.52,2.59,0.41,2.82,4.81,15.11,4.31,2.95,5.16,7.53,5.17,2.56,6.25,3.06,4.69,6.95,,,5.53
April,,,,,,,3.32,5.3,3.44,4.75,8.1,1.62,7.84,5.82,5.33,3.87,1.79,3.71,3.29,1.02,5.19,4.96,5.39,1.9,5.03,9.32,3.88,6.55,0.58,5.24,5.11,1.7,4.73,2.04,3.48,1.88,3.06,7.28,4.64,4.72,5.3,6.12,5.08,4.3,1.31,2.31,1.51,0.45,,,5.49
May,,,,,,,2.37,4.59,1.53,1.88,3.34,3.1,1.14,3.78,4.96,5.28,2.32,1.25,0.91,5.97,2.61,3.94,4.51,4.31,3.88,2.89,1,3.12,4.5,0.98,2.19,3.79,10.37,8.81,1.3,5.77,7.13,3.85,2.98,5.03,6.35,3.76,3.18,4.75,6.44,6.39,1.04,3.46,,,2.9
June,,,,,,,3.67,4.99,2.56,1.16,3.66,0.04,1.75,0.35,2.76,0,2.17,5.38,3.22,3.04,0.97,4.22,3.87,2.51,2.47,6.49,2.43,1.64,4.12,4.44,0.81,2.51,0.87,2.55,4.64,5.85,4.34,4.58,4.34,0.28,1.89,2.02,2.66,2.78,5.19,3.72,3.68,2.74,,,2.78
July,,,,,,,1.37,3.01,5.39,2.4,6.25,1.93,6.01,1.57,3.55,3.8,1.15,7.36,2.67,3.22,4.32,6.53,4.41,4.25,0.86,0.9,11.88,2.3,5.63,11.28,5.51,1.59,3.88,4.97,3.8,5.12,2.91,3.39,2.77,2.72,6.3,3.04,1.43,4.82,5.24,3.39,6.05,6.55,,,6.84
August,,,,,,,8.43,13.06,4.06,4.48,1.98,3.18,3.89,4.52,4.78,2.55,1.63,7.65,3.85,3.37,6.08,7.03,2.57,4.53,4.9,2.6,0.62,1.14,7.92,3.8,0.33,5.86,4.2,4.84,5.72,2.48,7.94,0.94,4.77,3.13,8.14,6.32,8.17,4.09,5.05,0.63,6.92,5.75,,,6.19
September,,,,,,,3.97,4.61,13.22,3.7,3.19,1.62,5.58,4.69,5.57,4.49,1.39,9.61,2.11,1.12,9.93,2.73,8.39,1.87,4.93,6.89,4.25,2.77,1.92,0.68,3.54,0.44,4.22,6.22,5.69,4.49,9.51,3.18,4.01,6.06,10.58,5.84,5.57,7.09,7.18,2.94,11.32,7.16,,,9.69
October,,,,,,,13.96,14.65,4.92,2.62,5.76,2.33,2.2,9.62,7.99,5.54,2.54,5.27,9.77,11.59,9.86,1.57,15.33,7.78,6.02,8.48,4.76,5.02,9.13,8.06,8.6,4.47,5.01,6.8,9.59,8.44,4.63,2.56,7.38,13.63,2.34,2.4,8.08,5.69,7.66,3.61,3.24,5.07,,,14.7
