"CLEISH HILLS, CRAIGGAVERAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT087940,Long,-3.470431,Lat,56.12996,Elevation,760,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.04,2.9,2.32,4.3,2.7,4.47,4.05,5.4,5.67,4.3,3,3.82,3.2,5.6,3.5,7.5,1.5,4.55,1.7,4.9,2.8,4.17,1.34,4.29,3.81,5.19,4.15,2.3,2.55,3.34,4.53,3.87,3.43,3.2,4.07,7,3.8,2.62,4.08,2.58,3.45,3.81,2.57,3.08,5.02,2.01,1.49,4.58
February,,,,2.08,3.1,4.17,3.88,0.85,4.8,2.99,4.28,0.93,3,5,1,4.35,5.35,1.9,3.5,2,1.25,2.9,0.2,3.4,0.28,2.59,3.61,4.71,1.72,4,1.08,4.16,1.2,1.88,1.11,5.67,3.03,2.74,4.6,2.8,3.26,3.26,0.82,1.48,3.46,1.87,3.08,3.28,2.75,1.03,2.35
March,,,,4.23,4.55,2.44,4.53,1.6,1.5,2.57,2.5,4.9,2.45,1.2,1.35,2,1.95,3.1,3.35,0.65,3,1.15,2.9,1.9,5.39,1.65,3.31,2.68,1.23,2.92,4.45,2.52,1.97,1.79,0.41,1.62,3.18,4,1.8,1.6,3,3.76,3.63,1.98,4.63,3.44,2.09,3.44,2.84,2.02,1.72
April,,,,2.89,1.56,1.66,3.08,2.49,0.93,3.5,2.44,1.27,2.6,3.65,2.15,4,2.81,1.45,1.5,1.8,1.8,2.4,2.1,1.2,5.13,4.06,1.55,1.91,0.4,2.58,3.44,1.94,2.98,1.55,2.29,2.48,0.84,3.8,3,2.6,3.1,2.3,1.61,0.75,1.15,1.39,0.68,1.84,1.98,2.89,2.03
May,,,,3.38,2.62,2.2,5,3.02,3.2,1.03,3.78,2.62,2.5,1.46,6,6.35,2.7,2.63,1.67,3.2,1.45,3.75,4.1,2.3,2.24,0.93,1.11,2.71,4.61,1.99,1.27,4.31,3.27,5.1,3.17,5.08,1.47,2.93,2.55,2.51,1.86,2.87,1.12,2.72,6.46,3.62,2.35,2.41,2.71,1,2.92
June,,,,2.26,0.77,2.65,3.1,2.47,0.72,2.15,1.76,0.4,2.05,1.52,2.55,0.7,4.5,4.3,5.3,2.4,2.25,5.2,1.6,1.7,2.63,3.89,1.39,2.59,5.11,1.65,0.83,1.11,2.19,4.7,3.55,3.96,3.75,5.37,4.8,1.05,2.1,2.39,3.5,2.48,3.66,1.47,3.22,2.05,4.9,3.47,1.6
July,,,,0.9,3.62,3.99,5.58,1.84,3.75,1.4,3.3,2.9,4.63,3.48,5.5,2.2,4.3,3.1,2.8,2.8,3.15,6.4,2.8,5.1,4.28,1.95,3.96,5.49,5.09,5.85,5.58,3.07,2.73,2.87,3.21,3.54,4.28,4,4,2.53,6.3,5.13,2.66,1.51,2.86,1.33,5.95,5.14,6.36,4.35,4.2
August,,,,1.3,3.38,3.99,3.35,5.65,2.5,2.85,6.12,6.5,2.45,7.35,4.85,3.6,2.6,9.6,6.7,5.5,6.65,3.3,1.9,1.3,4.69,3.11,2.93,4.61,1.63,1.61,1.3,4.14,2.9,6.49,4.76,2.15,4.24,0,7.6,3.74,5.1,3.47,4.54,5.91,4.73,1.04,6.22,4.84,3.27,0.8,5.3
September,,,,2.64,1.22,1.97,1.59,1.84,4.57,3.15,2.5,2.75,2.23,3.82,4.45,3.55,4.85,6.3,4.5,1,4.9,1.6,2.4,1.9,2.89,4.71,4.96,1.95,3.95,2.39,2.45,1.17,3.5,2.99,3.95,5.26,6,2.7,4.7,1.8,6.95,3.18,2.57,2.32,4.53,2.6,3.35,2.18,4.85,1.08,2.34
October,,,,2.01,2.73,4.22,6.5,3.92,3.25,1.62,1.84,4.3,3.1,3.92,3.85,2.8,5.1,6.15,5.6,3.9,3.9,2.5,7.4,3.29,4.98,7.49,3.41,3.7,6.71,3.4,4.48,4.06,3.19,4.85,3.94,5.43,0.4,2.2,4.3,4.96,3.44,1.07,2.24,5.01,9.11,2.91,2.72,3.53,3.18,2.53,6.2
