"BARTON TURF (THE HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1432,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,1.98,1.00,2.28,2.11,3.05,1.53,1.27,
February,,,,,1.41,1.62,1.89,1.81,1.30,0.58,0.82,
March,,,,,0.57,1.69,0.25,1.77,1.06,0.07,1.31,
April,,,,,1.79,1.93,2.27,1.49,1.33,0.98,1.55,
May,,,,,3.14,2.51,0.98,0.54,1.64,1.11,2.49,
June,,,,,1.53,0.84,3.67,5.49,1.78,0.95,1.36,
July,,,,,2.42,1.28,1.81,2.39,1.35,3.70,3.41,
August,,,,2.29,2.20,2.75,1.91,2.75,1.32,1.12,3.22,
September,,,,1.39,2.80,3.13,1.09,2.97,0.74,0.43,5.45,
October,,,,3.12,4.08,1.57,2.41,2.17,2.20,2.75,1.25,
November,,,,3.77,1.48,3.52,2.86,4.88,2.43,3.05,3.43,
December,,,,2.85,2.27,2.44,0.65,2.07,2.86,3.95,1.83,
Total,,,,,25.67,24.28,22.07,30.44,21.06,20.22,27.39,
Calc annual,0.00,0.00,0.00,13.42,25.67,24.28,22.07,30.44,21.06,20.22,27.39,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
