NEWPORT BURRISHOOLE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IL9632695401,Long,-9.578075,Lat,53.897794,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,3.92,6.61,5.8,4.53,5.27,5.29,6.25,4.29,7.06,3.07,5.42,5.15,5.64,2.46,3.73,7.24,3.05,7.87,4.91,5.63,4.91,6.33,7.78,,,,,,,,,,
February,,,,,,,,,6.88,3.74,3.69,2.29,2.09,6.16,6.39,3.61,5.32,3.26,4.71,3.2,7.55,5.43,2.5,3.71,6.92,5.84,5.9,1.37,5.99,1.6,4.85,,,,,,,,,,
March,,,,,,,,,3.37,3.21,0.91,4.18,5.05,7.54,2.59,5.47,3.85,4.35,5.59,3.1,4.01,3.27,7.02,5.54,6.71,1.47,3.12,3.96,2.2,4.56,5.28,,,,,,,,,,
April,,,,,,,,,2.72,5.86,5.2,4.44,2.42,2.63,4.2,2.27,3.49,3.15,3.08,4.59,3.07,2.86,2.05,4.23,3,4.04,6.65,3.81,1.12,3.5,,,,,,,,,,,
May,,,,,,,,,3.82,1.52,3.56,2.27,3.59,2.74,3.5,1.41,4.8,4.86,3.52,2.42,3.84,2.47,3.24,5.48,3.16,1.25,4.91,3.24,2.46,2.82,,,,,,,,,,,
June,,,,,,,,,4.05,2.82,5.32,3.34,2.25,1.21,2.35,2.03,2.59,5.37,2.86,1.36,4.87,3.56,5.96,3.64,1.45,2.75,3.33,2.83,2.39,3.61,,,,,,,,,,,
July,,,,,,,,,1.4,2.75,1.79,1.38,3.22,5.16,4.16,2.74,2.75,3.12,2.94,5.45,4.82,3.46,2.6,2.01,4.12,4.23,2.11,2.2,4.42,1.55,,,,,,,,,,,
August,,,,,,,,,7.49,2.78,5.22,6.17,1.76,9.78,5.71,4.59,4.56,5.2,4.6,3.16,5.72,4.05,4.27,2.16,3.86,3.43,3.53,9.62,4.27,3.84,,,,,,,,,,,
September,,,,,,,,,3.1,5.67,2.69,5.93,2.53,6.55,3.33,2.78,1.32,2.47,6.91,3.04,0.88,3.02,1.14,4.21,4.07,3.18,4,4.35,8.09,4.73,,,,,,,,,,,
October,,,,,,,,,3.72,3.18,6.28,5.54,3.64,8.26,4.24,2.85,6.53,6.04,0.74,7.49,2.42,5.3,4.34,6.37,3.31,4.96,10.1,8.4,6.63,1.5,,,,,,,,,,,
November,,,,,,,,,8.05,4.25,4.5,6.29,4.65,4.78,5.67,5.5,4.05,3.58,4.23,4.39,5.93,6.71,6.48,6.63,6.64,4.7,7.81,8.22,6.62,5.62,,,,,,,,,,,
December,,,,,,,,,7.26,7.43,6.39,6.92,4.59,5,3.86,4.66,6.28,6.74,6.95,4.33,3.64,8.52,8.47,4.99,8.63,7.77,6.51,4.08,7.18,10.18,,,,,,,,,,,
Total,,,,,,,,,55.78,49.82,51.35,53.28,41.06,65.1,52.25,42.2,52.6,51.21,51.55,47.68,52.39,51.11,51.8,56.21,54.92,51.49,62.88,57.71,56.28,49.84,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
