"DARWEN (HODDLESDEN)",,,,,,,,,,,,
Grid ref,SD718224,Long,-2.428582,Lat,53.697271,,,,,,,
Station no,2944,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.94,6.65,2.31,5.24,4.67,6.38,5.21,5.40,4.89,7.10,,
February,4.72,1.80,2.53,4.66,3.42,2.16,5.30,7.29,0.84,7.55,,
March,5.81,2.72,2.72,3.32,3.04,2.13,3.89,1.55,3.15,2.04,,
April,3.60,4.35,4.89,1.17,4.03,3.11,0.51,1.14,4.98,3.62,,
May,2.14,3.28,3.33,2.71,4.96,2.25,2.37,5.84,1.21,2.72,,
June,1.56,4.44,3.64,3.66,4.24,2.48,2.13,5.53,5.14,2.29,,
July,3.90,3.03,5.63,7.27,1.28,6.83,9.63,4.29,5.70,11.32,,
August,5.75,5.92,6.12,8.34,1.36,16.56,8.38,6.37,0.83,7.46,,
September,3.85,5.56,5.64,6.92,5.33,3.87,9.62,6.45,0.48,3.68,,
October,1.37,5.88,2.72,9.82,3.94,3.13,8.85,6.79,6.82,6.15,,
November,10.15,3.17,6.64,9.32,3.28,2.04,2.94,2.29,8.66,10.68,,
December,12.26,5.47,2.29,8.68,7.80,7.48,7.23,5.87,12.98,6.55,,
Total,61.05,52.27,48.46,71.11,47.35,58.42,66.06,58.81,55.68,71.16,,
Calc annual,61.05,52.27,48.46,71.11,47.35,58.42,66.06,58.81,55.68,71.16,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
