"OVER DARWEN, HODDLESDEN NO 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD718224,Long,-2.428582,Lat,53.697271,Elevation,680,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,3.68,8.1,6.54,3.29,8.09,3.19,2.75,2.95,7.71,4.02,4.8,1.79,5.31,6.25,3.03,1.3,3.96,8.98,7.93,3.65,5.13,5.23,5.49,2.51,7.2,2.02,4.12,3.11,5.98,2.34,3.98,5.35,3.73,7.14,4.4,3.49,4.41,5.83,4.47,6.19,3.98,5.61,3.77,4,6.38,5.93,13.56,2.66,7.74,7,6.59,4.28,4.72,3.22,5.9,4.77,6.57,5.45,2.17,1.54,6.26,6.37,6.84,4.73,4.68,4.49,11.56,4.02,4.72,5.94,6.65,2.31,5.24,4.67,6.38,5.21,5.4,4.89,7.1
February,,,3.39,4.66,4.31,5.56,0.95,1.95,1.35,3.1,1.01,0.65,3.48,7.3,7.52,1.16,3.1,4.27,4.42,3.01,4.33,2.76,2.43,5.41,5.44,3.13,4.91,2.42,4.51,3.05,5.11,5.75,2.35,2.13,3.94,7.64,4.76,0.88,6.12,1.22,3.04,0.31,5.25,7.13,1.09,7.93,4.78,2.67,6.28,1.17,0.44,6.36,0.25,4.3,0.53,7.65,3.4,6.47,1.93,5.22,2.6,7.04,1.32,3.28,2.87,5.31,6.38,0.73,4.23,4.14,6.55,4.72,1.8,2.53,4.66,3.42,2.16,5.3,7.29,0.84,7.55
March,,,5.24,1.67,4.41,4.41,3.76,2.36,3.36,3.88,5.02,2.26,1.25,2.17,5.3,9.95,7.81,5.68,3.73,4.01,0.4,7.34,3.79,7.02,3.2,4.17,4.08,4.38,4.12,3.47,1.21,2.29,7.91,6.45,5.59,1.93,1.39,2.28,1.8,4.59,4.56,3.12,3.46,2.01,1.56,2.37,2.53,5.37,4.32,1.88,3.44,0.54,3.63,3.5,3.39,1.55,3.81,2.12,1.96,2.64,3.7,3.83,3.9,1.42,0.91,2.08,1.21,6.95,3.31,2.28,2.94,5.81,2.72,2.72,3.32,3.04,2.13,3.89,1.55,3.15,2.04
April,,,6.1,2.14,1.91,2.32,3.33,2.33,2.45,2.74,1.51,3.29,1.76,0.38,1.63,3.68,2.62,4.47,2.87,5.63,3.24,3.01,3.11,2.79,3.99,4.25,2.25,2.5,2.73,4.34,4.95,3.41,1.01,6.91,2,2.57,4.27,2.81,1.2,2.76,5.42,1.89,3.14,3.72,2.17,3.37,2.5,4.43,1.43,1.26,3.04,3.66,4.5,2.31,3.08,4.3,1.27,4.65,0.97,2.89,3.15,1.81,2.72,3.34,2.84,2.35,1.56,5.64,2.82,5.21,3.64,3.6,4.35,4.89,1.17,4.03,3.11,0.51,1.14,4.98,3.62
May,,,2.92,1.22,2.29,2.41,3.98,2.78,1.47,4.17,3.12,4.1,4.56,2.11,3.15,0.72,0.89,3.04,4.59,4.65,3.01,1.41,3.2,3.66,2.89,0.69,4.46,4.65,3.47,2.97,4.39,2.74,2.59,4.24,2.35,1.44,2.2,1.25,3.05,1.69,5.25,2.86,2.07,4.37,6.05,4.65,3.61,1.71,1.62,3.72,2.15,2.68,4.9,1.97,4.95,1.36,0.88,2.01,4.74,2.13,0.9,3.29,3.41,3.74,3.89,3.76,2.31,3.6,2.55,4.16,3.06,2.14,3.28,3.33,2.71,4.96,2.25,2.37,5.84,1.21,2.72
June,,,7.64,4.53,1.4,3.35,2.26,0.91,2.12,1.23,4.54,2.12,4.61,2.88,3.48,3.22,5.09,3.91,4.8,1.68,3.46,2.79,1.53,1.53,1.71,3.96,1.31,9.35,2.24,3.5,3.74,4.78,6.84,3.49,2.07,1.76,3.32,3.33,1.79,1.45,3.08,0.39,3.27,1.48,3.25,0.14,3.44,4.85,7.45,2.14,2.92,5.6,1.23,2.55,2.81,3.94,3.99,2.47,5.38,3.87,1.13,0.41,1.27,4,3.77,5.88,3.67,4.06,8.18,1.54,2.72,1.56,4.44,3.64,3.66,4.24,2.48,2.13,5.53,5.14,2.29
July,,,8.3,4.5,5.16,2.17,5.31,2.09,8.15,3.78,3.75,4.54,3.14,4.43,6.74,9.33,3.04,2.6,1.09,4.16,2.5,3.02,4.21,4.56,1.73,2.89,2.49,3.04,5.1,7.54,5.39,0.47,5.26,1.72,4.88,3.96,3.09,1.97,3.54,2.24,6.06,1.72,5.33,5.37,5.37,2.29,2.9,5.01,2.75,4.11,7.47,5.68,4.5,3.46,2.17,2.33,4.74,2.06,4.84,8.36,6.05,3.1,7.17,3.87,5.04,3.24,4.5,4.1,3.18,2.25,5.61,3.9,3.03,5.63,7.27,1.28,6.83,9.63,4.29,5.7,11.32
August,,,6.04,4.54,2.26,2.56,2.5,2.54,5.11,7.13,6.67,11.44,6.64,3.76,10.05,6.84,4.09,8.31,7.46,2.4,6.69,2.89,2.92,6.03,4.8,5.15,4.51,5.33,4.47,4.21,7.27,4.17,8.4,2.68,3.78,4.53,2.66,7.67,3.29,3.95,2.4,6.35,6.91,7.08,7.74,4.07,4.33,6.98,8.32,5.65,9.28,7.41,1.39,3.71,5.32,2.03,2.99,3.2,3.58,3.23,2.84,6.67,6.34,7.12,4.17,3.37,9.26,0.24,5.46,3.22,8.35,5.75,5.92,6.12,8.34,1.36,16.56,8.38,6.37,0.83,7.46
September,,,2.74,6.9,3.64,7.08,5.03,6.51,1.66,5.46,3.95,4.13,5.57,6.34,0.83,2.11,10.53,6.5,1.29,12.73,2.55,1.38,2.4,5.97,1.64,3.39,1.74,1.41,4.95,3.09,0.73,4.53,2.46,2.07,5.62,0.86,3.38,2.53,10.95,2.66,2.65,1.96,4.78,6.02,5.85,4.5,4.77,8.09,1.43,1.66,3.72,4.33,7.26,1.15,4.53,9.03,4.75,1.97,2.47,1.63,5.24,1.68,3.76,5.44,6.56,4.27,6.3,5.12,3.59,2.5,9.81,3.85,5.56,5.64,6.92,5.33,3.87,9.62,6.45,0.48,3.68
October,,,4.44,6.51,3.64,7.5,6.35,2.43,3.07,4.63,4.93,6.8,5.76,5.91,8.32,6.77,7.67,3.45,5.85,5.27,6.91,4.36,5.12,11.12,3.56,4.55,7.9,4.56,2.28,8.1,4.2,4.13,6.31,2.32,2.53,1.75,9.24,10.64,4.24,2.41,1.3,2.72,1.15,6.73,5.43,6.55,4.87,5.42,6.92,8.84,7.18,3.5,8.57,5.11,7.74,10.53,6.04,2.45,11.98,2.48,5.62,5.65,8.72,4.33,5.87,6.96,1.03,1.44,3.65,6.1,4.87,1.37,5.88,2.72,9.82,3.94,3.13,8.85,6.79,6.82,6.15
November,,,8.73,5.89,2.36,4.37,4.76,2.7,7.61,3.26,11.19,5.99,3.6,5.17,8.84,5.53,1.76,6.23,7.12,4.91,5.76,6.96,3.18,3.93,4.62,6.33,5.07,3.42,4.15,1.99,6.65,5.02,4.23,6.71,6.81,2.25,3.6,6.02,3.02,3.19,1.89,3.06,4.15,7.42,3.02,3.93,8.94,5.68,8.21,10.24,7.65,9.89,4.03,2.95,2.51,6.08,7.09,2.42,8.13,8.62,8.27,3.32,1.5,4.66,8.02,0.89,8.32,6.98,3.46,8,7.96,10.15,3.17,6.64,9.32,3.28,2.04,2.94,2.29,8.66,10.68
December,,,4.76,5.48,7.67,3.33,8.11,3.71,4.31,5.01,0.57,10.9,3.8,6.56,10.14,7.08,7.17,7.66,7.09,6.07,6.74,5.87,5.36,4.18,4.14,1.21,5.14,5.8,3.36,7.32,5.6,9.23,5.58,3.93,7.7,8.03,3.19,3.28,8.46,7.13,2.62,7.93,6.53,5.61,7.37,3.32,2.1,1.42,3.66,10.7,5.39,2.76,3.09,0.96,7.72,4.54,6.66,3.27,5.8,3.71,5.66,3.36,5.25,3.05,5.41,3.39,5.99,4.87,6.3,7.58,4.04,12.26,5.47,2.29,8.68,7.8,7.48,7.23,5.87,12.98,6.55
Total,,,63.98,56.14,45.59,48.35,54.43,33.5,43.41,47.34,53.97,60.24,48.97,48.8,71.31,62.64,56.8,57.42,54.27,63.5,53.52,45.44,42.38,61.43,43.21,42.23,51.06,48.88,45.5,52.69,55.22,48.86,56.92,48,51,43.86,45.5,46.15,51.87,39.12,42.74,38.5,50.02,62.55,52.67,47.12,51.15,57.56,65.95,54.03,60.42,59.41,49.94,36.25,49.47,56.56,51.52,37.86,58.35,50.23,47.33,41.7,51.62,50.62,56.19,46.23,55.21,48.22,58.29,51,64.27,61.05,52.27,48.46,71.11,47.35,58.42,66.06,58.81,55.68,71.16
