HENLEY-IN-ARDEN BARRELLS PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP124665,Long,-1.819598,Lat,52.29649,Elevation,318,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,1.33,1.17,4.17,2.16,2.72,3.44,2.72,4.52,1.78,2.61,0.58,1.1,2.44,3.38,3.06,2.08,3.5,2.61,1.02,1.13,2.97,2.27,1.96,1.51,1.26,3.57,0.94,1.86,0.8,3.33,3.3,1.31,,,,,,,,
February,1.6,1.45,2.32,0.92,1.94,1.41,3.62,1.91,1.55,3.24,3.49,4.26,2.44,3.45,1.58,3.46,1.08,0.57,0.99,2.27,0.59,0.19,1.02,2.53,2.12,0.17,0.51,3.39,1.53,2.37,4.13,1.68,,,,,,,,
March,1.54,1.14,2.08,2.79,1,0.71,3.01,1.9,1.13,0.9,1.7,1.96,1.82,1.32,2.59,1.21,2.21,1.54,2.69,3.4,1.34,0.99,0.94,0.33,0.88,1.76,2.05,2.64,0.61,0.46,0.79,1.78,,,,,,,,
April,0.74,2.92,3,0.82,1.8,1.2,3.32,3.02,2.66,3.09,1.67,0.61,3.99,1.1,2.24,1.93,1.87,1.3,1.48,3.58,1.07,2.26,1.12,0.28,2.15,2.61,1.43,1.99,1.84,2.05,1.13,1.82,,,,,,,,
May,1.01,2.49,1.85,2.37,3.08,2.58,0.71,2.1,5.78,3.26,1.73,1.35,2.22,1.92,1.35,3.59,5.66,2.11,0.9,4.27,1.99,3.46,1.52,1.62,1.67,0.69,0.29,1.24,4.31,2.12,1.63,1,,,,,,,,
June,0.92,4.61,7.69,2.25,0.7,2.46,2.05,1.14,5.44,5.14,2.23,2.66,4.58,3.85,2.95,2.71,1.17,1.21,2.07,0.4,1.94,1.94,2.45,0.89,1.19,0.7,2.03,3.72,0.67,2.01,3.04,1.94,,,,,,,,
July,1.23,4.69,3.26,2.37,1.32,6.69,1.47,4.23,0.99,3.31,5.31,1.74,4.66,2.69,3.22,0.55,2.66,0.78,6.95,5.14,1.94,3.35,2.01,2.51,3.92,3.29,1.39,0.81,0.89,1.49,1.53,2.08,,,,,,,,
August,1.94,1.13,4.65,2.76,2.42,1.94,2.18,5,6.24,7.98,0.76,5.59,2.68,1.19,2.23,2.9,1.58,2.32,2.67,3.71,1.88,3.74,2.49,1.24,2.59,2.5,2.26,4.3,3.17,1.59,3.28,1.48,,,,,,,,
September,1.39,5.48,2.24,2.73,4.13,3.33,5.74,2.44,3.08,3.27,5.63,2.14,2.58,6.8,1.35,3.37,2.09,2.01,1.03,2.6,0.92,1.34,2.27,1.05,1.44,0.96,5.19,2.69,0.74,2.45,0.44,1.44,,,,,,,,
October,3.82,1.32,4.12,2.24,3.31,7.39,3.61,2.13,3.46,1.18,4.58,2.75,6.54,3.52,1.31,4.51,4.02,2.31,0.65,3.41,1.37,5.29,2.28,1.75,2.69,2.6,1.99,1.75,2.56,2.51,2.07,1.22,,,,,,,,
November,2.22,0.93,4.69,1.27,2.97,4.45,3.71,3.5,3.93,1.2,2.36,3.07,3.91,5.03,2.2,3.96,2.26,2.11,4.76,1.06,3.09,2.26,2.01,1.81,2.53,3.48,1.15,1.53,1.96,1.48,2.9,1.18,,,,,,,,
December,2.26,1.61,4.48,0.54,2.48,0.87,6.16,1.72,2.15,0.9,3.41,3.1,4.28,1,2.58,0.98,4.36,1.62,1.96,1.68,0.85,2.62,1.17,1.95,2.4,1.57,3.44,2.6,2.67,1.67,4.5,2.1,,,,,,,,
Total,20,28.94,44.55,23.22,27.87,36.47,38.3,33.61,38.19,36.08,33.45,30.33,42.14,35.25,26.66,31.25,32.46,20.49,27.17,32.65,19.95,29.71,21.24,17.47,24.84,23.9,22.67,28.52,21.75,23.53,28.74,19.03,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876 total mistranscrption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
