"HALIFAX PUBLIC LIBRARY",,,,,,,,,,,,
Grid ref,SE856240,Long,-0.704738,Lat,53.705421,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.77,2.28,2.24,3.57,3.48,1.55,4.80,1.55,2.49,2.09,,
February,5.74,1.37,1.36,4.25,5.09,1.72,2.67,2.31,3.11,1.45,,
March,1.02,3.00,1.80,5.41,2.25,2.78,3.05,2.86,3.31,3.27,,
April,1.44,1.84,2.10,1.65,2.24,2.49,1.50,2.33,2.54,3.10,,
May,1.27,1.09,3.02,3.58,2.57,0.52,2.51,3.09,1.95,2.36,,
June,2.89,1.01,1.37,1.19,0.77,1.81,1.00,4.73,1.58,2.50,,
July,3.51,2.16,2.23,2.73,2.63,1.91,2.12,2.00,3.63,4.33,,
August,6.36,2.10,3.27,3.33,4.60,4.87,2.41,2.33,2.45,2.78,,
September,0.68,0.94,2.02,4.47,0.33,1.97,1.17,0.51,3.47,3.06,,
October,4.35,2.18,3.26,10.08,0.94,2.15,5.39,4.92,2.01,4.00,,
November,3.31,5.36,2.19,2.25,2.56,3.64,3.66,3.03,2.25,1.11,,
December,4.34,6.10,4.20,1.74,1.85,0.53,3.56,4.34,1.86,5.64,,
Total,39.68,29.43,29.06,44.25,29.31,25.94,33.84,34.00,30.65,35.69,,
Calc annual,39.68,29.43,29.06,44.25,29.31,25.94,33.84,34.00,30.65,35.69,,
Difference,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
