"HALIFAX (PUBLIC LIBRARY)",,,,,,,,,,,,
Grid ref,SE085250,Long,-1.872668,Lat,53.721340,,,,,,,
Station no,3241,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.28,3.96,0.80,3.40,2.27,5.24,2.84,3.18,3.02,5.30,,
February,2.87,0.95,2.23,3.08,2.42,1.17,2.70,6.02,0.19,2.54,,
March,3.95,1.78,2.17,2.20,2.33,1.38,2.15,1.97,1.12,1.84,,
April,2.10,2.32,2.81,0.35,0.87,3.35,0.24,0.82,3.22,1.84,,
May,3.82,2.33,2.16,3.24,2.74,1.09,1.41,3.78,1.46,1.80,,
June,1.57,2.21,2.93,1.84,1.87,2.65,1.92,5.36,1.81,0.85,,
July,2.73,1.34,3.52,3.06,0.62,5.83,3.20,4.41,2.46,4.70,,
August,5.45,3.10,4.18,7.25,1.09,7.80,5.06,4.24,0.84,4.88,,
September,1.77,3.09,1.83,3.60,1.49,3.81,4.56,3.57,0.27,2.75,,
October,1.21,4.41,2.06,5.74,1.98,2.11,3.76,2.83,3.35,5.96,,
November,8.15,2.05,3.69,5.45,1.95,1.22,2.33,0.84,3.58,7.12,,
December,5.98,3.23,1.39,4.88,5.01,3.90,4.06,4.16,5.72,3.88,,
Total,42.88,30.77,29.77,44.09,24.64,39.55,34.23,41.18,27.04,43.46,,
Calc annual,42.88,30.77,29.77,44.09,24.64,39.55,34.23,41.18,27.04,43.46,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
