HALIFAX PUBLIC LIBRARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE085250,Long,-1.872668,Lat,53.72134,Elevation,625,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,2.97,1,3.54,3.54,1.06,2.25,1.95,5.67,4.77,2.28,2.24,3.57,3.48,1.55,4.8,1.55,2.49,2.09,4.4,1.45,5.44,3.23,3.17,5.14,3.03,2.53,2.85,5.17,4.52,7.37,3.84,2.83,2.27,4.39,3.72,2.96,8.38,1.62,5.36,3.71,3.55,2.57,2.95,1.64,4.12,4.09,4.97,6.05,2.56,3.46,2.97,4.53,5.2,3.55,3.91,2.61,7.82,1.47,2.11,3.28,3.96,0.8,3.4,2.27,5.24,2.84,3.18,3.02,5.3
February,,,2.33,3.87,6.48,0.44,1.54,3.17,2.86,1.66,5.74,1.37,1.36,4.25,5.09,1.72,2.67,2.31,3.11,1.45,3.36,4.05,1.77,1.45,2.79,4.15,5.74,0.63,5.2,2.08,3.08,0.2,3.64,5.17,1.07,6.1,2.9,1.28,4.91,0.47,0.87,4.27,0.39,3.08,0.24,4.96,2.86,5.83,1.27,3.37,2.29,4.01,1.24,2.21,1.29,3.67,5.21,3.86,2.5,2.55,5.29,2.87,0.95,2.23,3.08,2.42,1.17,2.7,6.02,0.19,2.54
March,,,1.16,0.86,3.27,3.08,5.9,4.2,1.47,2.32,1.02,3,1.8,5.41,2.25,2.78,3.05,2.86,3.31,3.27,0.67,1.36,3.61,4.69,3.95,0.97,3.79,2.87,1.4,5.98,2.78,2.76,2.75,1.84,1.52,1.44,1.58,2.95,2.27,0.45,1.93,0.37,1.88,2.16,2.95,1.33,2.36,3.02,0.82,2.74,2.35,4.14,2.52,0.9,0.31,0.83,1.53,6.07,1.43,1.11,1.61,3.95,1.78,2.17,2.2,2.33,1.38,2.15,1.97,1.12,1.84
April,,,1.35,0.7,3.02,2.03,1.3,2.5,2.79,2.64,1.44,1.84,2.1,1.65,2.24,2.49,1.5,2.33,2.54,3.1,3.43,1.53,1.07,3.8,1.32,1.28,1.89,2.21,0.77,1.3,4.53,1.2,3.48,2.56,1.97,2.41,1.83,3.27,1.15,1.3,3.12,3.84,3.68,1.38,2.59,3.95,1.63,2.61,0.41,1.67,2.94,2.5,1.63,1.93,4.1,2.71,1.39,3.94,2.63,3.27,3.21,2.1,2.32,2.81,0.35,0.87,3.35,0.24,0.82,3.22,1.84
May,,,3.45,1.81,1.83,0.71,0.47,1.54,2.15,2.86,1.27,1.09,3.02,3.58,2.57,0.52,2.51,3.09,1.95,2.36,2.26,1.25,3,2.8,1.54,1.87,2.56,2.57,2.93,1.63,4.76,1.5,1.38,3.43,4.39,4.61,4.04,1.28,1.96,1.67,1.82,2.87,3.84,2.13,1.86,0.79,1.42,2.44,4.06,1.33,0.62,2.08,3.21,2.79,2.39,3.22,1.59,4.1,0.98,2.92,1.81,3.82,2.33,2.16,3.24,2.74,1.09,1.41,3.78,1.46,1.8
June,,,3.52,2.15,2.46,4.67,2.84,3.01,2.3,1.88,2.89,1.01,1.37,1.19,0.77,1.81,1,4.73,1.58,2.5,3.09,2.88,5.63,1.78,2.52,0.56,2.06,2.03,1.15,1.18,2.67,0.12,1.94,0.66,1.86,0.07,2.59,2.62,5.86,0.89,2.01,5.78,0.36,1.69,1.84,3.58,4.49,2.99,4.32,2.23,0.54,0.44,1.19,2.49,2.5,3.68,2.33,2.54,3.98,0.38,1.11,1.57,2.21,2.93,1.84,1.87,2.65,1.92,5.36,1.81,0.85
July,,,2.24,2.31,3,6.05,1.42,0.74,0.91,1.59,3.51,2.16,2.23,2.73,2.63,1.91,2.12,2,3.63,4.33,3.04,0.36,4.63,1.11,3.44,4.77,1.71,1.44,3.94,2.72,7.29,1.3,4.44,3.82,3.33,1.11,2.98,2.44,0.94,1.95,5.71,3.28,3.2,2.43,2.88,1.2,3,2.14,4.64,5.79,2.52,1.07,2.23,2.02,3.58,1.4,3.83,2.04,0.8,3.29,2.68,2.73,1.34,3.52,3.06,0.62,5.83,3.2,4.41,2.46,4.7
August,,,2.75,2,2.86,2.57,1.41,2.67,4,1.71,6.36,2.1,3.27,3.33,4.6,4.87,2.41,2.33,2.45,2.78,4.22,2.07,5.92,1.24,1.94,5.35,2.02,6.54,1.83,2.85,1.13,4.09,5.37,4.39,3.1,3.49,3.34,6.05,3.2,2.39,4.96,4.79,1.47,1.15,2.62,1.26,1.74,1.38,4.58,2.18,0.97,4.86,3.14,3.08,2.82,3.42,4.75,0.26,3.6,2.75,3.74,5.45,3.1,4.18,7.25,1.09,7.8,5.06,4.24,0.84,4.88
September,,,2.74,1.83,0.34,1.42,6.27,3.35,0.41,6.68,0.68,0.94,2.02,4.47,0.33,1.97,1.17,0.51,3.47,3.06,0.19,2.91,1.54,1.64,2.46,0.47,1.72,1.27,9.87,0.95,2.01,1.41,3.61,3.14,4.24,2.82,2.61,4.45,0.41,0.9,5.49,4.12,2.8,1.85,1.8,6.13,4.73,1.58,1.51,1.03,3.13,0.42,1.75,3.52,5.7,1.98,5.47,1.53,1.37,0.81,4.57,1.77,3.09,1.83,3.6,1.49,3.81,4.56,3.57,0.27,2.75
October,,,7.08,2.97,5.03,3.92,4.6,1.77,4.32,3.91,4.35,2.18,3.26,10.08,0.94,2.15,5.39,4.92,2.01,4,3.23,2.96,3.92,1.87,2.34,1.61,6.82,6.16,2.21,2.93,2.83,2.8,0.97,3.75,4.19,4.43,4.08,3.64,5.19,3.66,4.53,1.58,5.67,4.22,3.3,7.64,3.85,2.46,8.49,2.7,4.35,3.71,3.34,2.12,3.42,5.23,0.92,0.9,1.46,4.32,2.08,1.21,4.41,2.06,5.74,1.98,2.11,3.76,2.83,3.35,5.96
