"MAIDENHEAD (SHOPPENHANGERS RD)",,,,,,,,,,,,
Grid ref,SU878795,Long,-0.736298,Lat,51.507620,,,,,,,
Station no,782/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.93,1.77,0.80,0.99,2.46,2.66,,,,,,
February,4.64,0.71,1.35,2.25,1.51,1.03,,,,,,
March,3.45,2.46,0.41,2.26,1.03,0.61,,,,,,
April,2.58,1.66,2.16,0.37,0.38,2.11,,,,,,
May,2.63,2.70,1.41,2.65,4.12,0.25,,,,,,
June,1.13,1.21,0.99,3.85,2.40,1.88,,,,,,
July,1.53,0.38,3.21,2.87,0.42,3.27,,,,,,
August,3.75,2.73,1.68,3.04,1.09,4.00,,,,,,
September,2.75,2.75,2.05,1.77,1.46,,,,,,,
October,0.79,2.11,2.56,2.01,3.30,,,,,,,
November,5.44,2.50,1.15,4.33,1.55,,,,,,,
December,1.46,2.59,0.55,2.37,2.24,,,,,,,
Total,33.08,23.57,18.32,28.76,21.96,,,,,,,
Calc annual,33.08,23.57,18.32,28.76,21.96,15.81,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
