"CHESTER THE NURSERIES",,,,,,,,,,,,
Grid ref,SJ408686,Long,-2.887901,Lat,53.211149,,,,,,,
Station no,RR4146,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.90,1.84,2.19,2.36,2.05,,4.19,,,,,
February,2.94,1.23,1.58,1.37,3.03,,1.09,,,,,
March,1.22,1.69,0.41,3.63,1.69,,0.85,,,,,
April,1.00,1.74,2.08,1.54,0.78,,0.73,,,,,
May,1.30,1.05,3.47,2.63,1.96,,2.22,,,,,
June,1.99,2.01,1.52,1.17,1.52,,1.18,,,,,
July,2.52,3.99,2.55,3.95,1.42,,1.01,,,,,
August,6.11,3.13,4.05,3.44,3.87,,2.48,,,,,
September,0.79,0.74,1.40,3.75,2.53,,1.30,,,,,
October,4.06,2.82,3.70,6.02,0.99,,4.13,,,,,
November,3.15,2.92,1.24,3.20,1.73,,1.83,,,,,
December,2.60,3.91,2.45,1.29,1.48,,3.18,,,,,
Total,31.58,27.07,26.64,34.35,23.05,,24.19,,,,,
Calc annual,31.58,27.07,26.64,34.35,23.05,0.00,24.19,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,0.00,NaN,NaN,NaN,,
