"ABERLOUR (WESTERN ELCHIES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5676,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.84,2.50,1.46,2.72,4.10,0.85,1.96,,,,,
February,5.09,1.98,2.02,2.77,1.25,2.91,100.00,,,,,
March,1.60,0.72,0.99,1.87,0.64,1.59,-999.00,,,,,
April,1.22,1.45,2.06,1.25,1.60,1.99,-999.00,,,,,
May,1.78,2.11,3.17,2.54,2.84,2.58,-999.00,,,,,
June,0.51,1.39,1.29,2.58,2.56,2.25,-999.00,,,,,
July,3.46,4.24,1.93,1.62,2.63,,-999.00,,,,,
August,6.29,1.93,4.25,1.33,5.74,,-999.00,,,,,
September,1.01,2.77,3.72,4.27,2.78,,-999.00,,,,,
October,5.08,5.26,2.19,3.10,3.23,0.34,-999.00,,,,,
November,2.56,1.28,3.53,3.11,0.58,3.96,-999.00,,,,,
December,1.88,1.80,0.40,3.02,5.61,1.93,100.00,,,,,
Total,33.32,27.43,27.01,30.18,33.56,,100.00,,,,,
Calc annual,33.32,27.43,27.01,30.18,33.56,18.40,201.96,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,NaN,-101.96,NaN,NaN,NaN,,
