WESTER ELCHIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ 255 432,Long,-3.243068,Lat,57.473311,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,2.03,2.44,3.04,3.19,1.01,1.8,1.82,2.35,2.74,1.4,1.89,3.42,1.57,0.64,1.03,2.42,3.67,3.31,2.8,4.47,0.97,2.84,2.5,1.46,2.72,4.1,0.85,1.96,,,
February,,,,,,,,,,,2.14,0.36,1.59,3.76,2.54,6.31,0.88,1.1,1.06,0.51,1.01,2.34,0.81,3.44,1.11,2.39,1.29,2.54,1.51,1.16,0.96,5.09,1.98,2.02,2.77,1.25,2.91,,,,
March,,,,,,,,,,,,1.6,2.57,1.22,1.36,3.64,1.71,1.99,1.99,0.28,1.85,1.62,3.14,0.66,2.16,1.26,1,3.31,1.12,2.51,3.19,1.6,0.72,0.99,1.87,0.64,1.59,,,,
April,,,,,,,,,,,,1.32,6.89,2.17,1.04,2.53,3.04,3.49,1.46,2.83,1.88,1.84,4.16,2.07,4.52,4.2,1.13,0.9,0.8,1.72,1.81,1.22,1.45,2.06,1.25,1.6,1.99,,,,
May,,,,,,,,,,,,2.82,1.78,8.02,5.77,2.65,3.05,4.21,2.75,1.68,1.14,3.17,3.2,1.22,2.8,2.01,1.49,1.29,2.23,1.19,1.92,1.78,2.11,3.17,2.54,2.84,2.58,,,,
June,,,,,,,,,,,,1.91,1.63,2.13,2.7,1.64,3.35,4.38,4.28,3.35,0.99,2.32,0.3,2.31,1.65,2.27,2.02,1.36,4.06,1.68,1.32,0.51,1.39,1.29,2.58,2.56,2.25,,,,
July,,,,,,,,,,0.77,,2.58,3.88,2.54,4.56,4.01,2.28,1.39,2.8,3.21,4.12,4.59,3.16,3.64,3.57,2.38,5.26,2.66,3.58,5.69,8.64,3.46,4.24,1.93,1.62,2.63,,,,,
August,,,,,,,,,,2.01,,3.39,3.48,6.26,5.45,1.69,1.99,3.02,4.1,3.12,5.15,3.61,1.16,1.36,3.38,2.38,2.45,1.45,1.85,1.43,2.58,6.29,1.93,4.25,1.33,5.74,,,,,
September,,,,,,,,,,4,,1.27,2.48,2.57,5.3,5.22,2.9,8.55,4.01,1.89,5.5,1.98,4.22,2.02,0.82,3.81,2.66,1.03,3.29,2.85,2.02,1.01,2.77,3.72,4.27,2.78,,,,,
October,,,,,,,,,,4.65,,2.16,1.7,3.59,3.96,2.61,4.64,4.9,2.77,3.95,4.14,2.37,8.36,8.23,4.09,5.03,1.8,2.18,3.17,3.96,2.46,5.08,5.26,2.19,3.1,3.23,0.34,,,,
November,,,,,,,,,,4.95,,2.11,2.09,4.92,1.22,2.42,3.05,4.41,4.17,1.68,4.98,2.29,2.78,2.36,3.03,2.71,1.63,2.03,2.66,3,6.23,2.56,1.28,3.53,3.11,0.58,3.96,,,,
December,,,,,,,,,,2.77,,2.48,1.48,2.93,1.32,2.87,1.58,2.3,2.5,2.89,1.29,1.45,1.35,0.44,2.02,1.98,2,4.49,1.24,2.83,3.37,1.88,1.8,0.4,3.02,5.61,1.93,,,,
Total,,,,,,,,,,,,24.44,32.61,43.3,36.23,37.39,30.29,42.09,34.63,26.79,33.94,31,34.21,28.39,30.18,32.84,26.4,26.55,28.31,32.49,35.47,33.32,27.43,27.01,30.18,33.56,,,,,
