SCHOOL HOUSE ELCHIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ 260 439,Long,-3.23501,Lat,57.479697,Elevation,560,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,0.67,2.87,1.31,1.43,2.08,1.65,3.88,1.55,2.44,0.82,2.02,0.65,2.21,2.27,6.63,2.44,2.09,4.39,0.63,2.55,1.46,3.06,2.98,2.88,1.27,2.28,1.12,,,,,
February,,,,,,,,,0.41,0.86,1.83,2.02,1.57,1.51,0.81,1.9,0.8,1.09,3.42,3.63,0.73,0.41,2.51,2.69,3.2,1.64,0.79,0.77,2.97,1.24,3.59,3.99,1.12,3.84,2.3,,,,,
March,,,,,,,,,3.18,2.24,0.96,2.43,2.3,4.23,1.85,2.44,0.79,1.58,3.58,1.24,2.75,2.59,2.07,0.94,1.22,4.14,2,2.2,2.7,2.17,2.59,2.1,2.04,1.5,0.71,,,,,
April,,,,,,,,,0.36,1.75,2.1,1.01,3.3,1.13,0.9,1.18,1.2,1.53,1.91,3.1,1.95,0.86,1.24,0.95,0.93,1.3,2.25,1.05,1.6,2.94,1.8,1.87,1,2.85,1.6,,,,,
May,,,,,,,,,2.89,3.95,0.89,2.48,1.34,2.42,2.1,3.55,5.02,2.8,1.19,0.22,0.8,3.66,2.16,1.95,6,0.85,1.24,1.68,2.5,2.16,0.89,1.26,4.34,2.57,2.49,,,,,
June,,,,,,,,,1.87,3.38,2.18,1.98,3.7,1.97,1.62,1.84,1.32,0.35,2.48,0.7,2.2,0.66,2.15,3.17,1.72,4.05,3.11,4.84,1.87,1.58,2.03,3.42,2.93,1.85,,,,,,
July,,,,,,,,,1.7,3.33,6.46,3.88,3.56,4.08,2.87,1.5,2.53,1.41,3.91,3.21,4.12,7.42,3.67,3.58,5.43,3.3,2.67,1.43,2.53,4.15,5.89,2.32,3.7,5.61,,,,,,
August,,,,,,,,,6.84,4,0.44,3.26,3.31,4.64,2.11,3.49,1.74,2.51,2.47,5.46,3.81,5.65,3.2,4.01,5.49,3.52,2.53,2.87,2.65,2.41,4.28,3.87,3.76,3.69,,,,,,
September,,,,,,,,,2.86,1.01,1.81,2.53,4.24,4.46,0.52,3.49,2.15,4.05,1.42,1.74,2,2.07,2.49,5.83,2.41,1.84,4.48,3.97,2.48,4.94,1.88,0.86,1.92,2.44,,,,,,
October,,,,,,,,,3.96,1.59,7.03,3.9,1.32,1.64,4.55,4.23,2.29,4.23,4.22,2.37,5.25,0.83,9.66,2.94,3.5,8.17,9.34,1.01,2.53,1.04,3.63,2.97,2.74,3.23,,,,,,
November,,,,,,,,,6.31,4.83,4.62,1.68,3.87,1.59,4.25,2.21,3.86,2.54,3.52,2.81,4.02,2.08,1.33,5.26,0.49,0.88,1.18,2.3,2.89,1.74,3.25,3.43,0.69,3.17,,,,,,
December,,,,,,,,,6.17,1.1,3.18,0.9,3.91,2.67,1.39,2.32,5.44,2.55,1.19,1.39,1.25,1.62,1.9,1.91,2.61,3.29,2.97,3,3.18,4.84,2.76,5.19,3.85,1.27,,,,,,
Total,,,,,,,,,,30.91,32.81,27.5,34.5,31.99,26.85,29.7,29.58,25.46,31.33,26.52,31.09,30.12,39.01,35.67,35.09,37.37,33.19,27.67,29.36,32.27,35.57,34.16,29.36,34.3,,,,,,
