"HACKNEY CLAPTON POND",,,,,,,,,,,,
Grid ref,TQ349859,Long,-0.055540,Lat,51.555862,,,,,,,
Station no,51,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.64,1.73,0.84,1.17,2.67,3.74,1.50,2.53,1.97,1.66,,
February,5.25,0.79,1.48,2.28,1.68,0.40,3.12,2.54,0.05,1.94,,
March,3.12,2.68,0.45,2.41,1.06,0.99,1.06,1.26,2.21,1.73,,
April,2.76,1.23,2.39,0.35,0.39,1.27,0.23,1.72,1.93,0.47,,
May,1.90,0.99,1.25,1.81,4.39,0.67,1.34,2.43,0.76,1.48,,
June,1.15,1.97,1.41,3.53,2.23,2.50,0.75,5.25,0.89,1.82,,
July,1.53,0.71,4.54,2.85,0.45,4.93,3.61,2.11,1.42,2.94,,
August,4.07,2.41,2.07,3.27,1.24,4.68,1.98,3.31,4.22,2.70,,
September,3.22,2.99,1.92,1.90,2.11,2.66,2.41,3.80,0.09,5.00,,
October,0.94,2.70,3.16,2.50,2.99,2.39,2.00,2.43,1.85,5.12,,
November,4.96,3.94,0.86,3.27,0.60,0.45,2.54,1.85,2.67,3.92,,
December,1.96,2.35,0.62,1.68,1.83,2.64,1.70,2.91,3.25,2.32,,
Total,33.50,24.49,20.99,27.02,21.64,27.32,22.24,32.14,21.31,31.10,,
Calc annual,33.50,24.49,20.99,27.02,21.64,27.32,22.24,32.14,21.31,31.10,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
