CARTMEL FELL VICARAGE and SCHOOL HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD415877,Long,-2.900016,Lat,54.281573,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,6.26,3.66,4.57,1.34,6.25,8.87,8.1,4.12,4.46,7.15,6.93,3.16,8.5,3.31,7.97,4.04,6.73,2.22,4.73,4.85,5.07,6.42,6.84,3.06,7.49,7.65,7.17,10.32,6.33,6.55,4.84,4.78,7.45,6.54,14.84,2.83,9.36,6.57,,,,,,,,,
February,,,,,10.61,0.9,4.58,4.64,6.29,4.67,5.23,1.72,2.53,5.56,5.64,4,4.47,3.32,3.52,4.38,7.36,7.69,4.2,3.02,6.64,7.16,5.6,1.6,5.93,2.14,5.8,0.29,5.93,6.66,1.29,5.86,7.75,4.51,7.36,1.96,0.7,6.88,,,,,,,,,
March,,,,,3.97,6.37,8.19,9.23,2.12,4.08,0.58,3.84,3.96,6.66,5.1,4.34,3.96,6.22,4.4,4.99,2.42,1.67,8.56,5.15,6.7,2.44,1.72,2.69,2.36,5.39,7.03,6.58,3.6,1.89,2.99,1.85,2.83,4.79,5.54,1.46,4.13,1,,,,,,,,,
April,,,,1.12,2.1,3.73,2.08,3.71,5.11,5.44,4.24,3.54,2.16,2.22,5.41,5.45,2.14,2.52,3.66,4.48,3.75,4.07,1.72,6.48,1.49,3.07,3.84,1.94,1.53,3.11,7.26,1.64,2.3,4.15,2.85,4.78,2.06,3.18,2.62,2.91,2.79,2.88,,,,,,,,,
May,,,,3.46,4.83,0.65,0.47,2.68,3.08,5.21,3.05,2.15,3.39,4.63,3.51,2.56,8.51,6.42,4.48,2.91,4.24,2.4,2.66,3.52,3.18,1.23,4.88,3.79,2.4,1.73,7.02,3.97,3.62,3.73,6.81,6.66,2.97,2.82,1.23,3.36,2.16,3.36,,,,,,,,,
June,,,,2.23,4.55,2.2,3.3,5.02,4.44,1.95,4.89,2.93,1.49,2.65,1.93,3.8,3.55,9.56,3.16,3.15,2.7,4.22,6.39,4.78,1.07,1.2,3.56,2.99,2.52,2.39,2.83,0.39,2.77,1.3,4.1,0.36,3.91,4.14,7.78,3.28,2.15,7.37,,,,,,,,,
July,,,,4.81,3.24,8.59,5.59,2.18,1.27,4.04,2.75,1.67,4.36,5.79,3.34,2.76,3.51,5.21,5.05,7.83,3.95,0.82,6.12,1.09,4.96,6.2,3.58,2.31,5.83,1.22,8.26,2.54,5.82,5.27,6.2,2.52,5,5.28,8.95,4.89,4.13,8.17,,,,,,,,,
August,,,,6.23,5.07,5.85,3.56,6,10.45,1.73,7.12,5.76,4.74,9.38,4.19,5.97,6.61,7.12,6.74,3.66,8.22,4.22,7.09,2.5,5.55,5.25,2.88,11.74,5.16,5.14,2.86,8.95,5.2,9.51,5.16,5.59,5.79,7.28,7.94,7.31,8.5,,,,,,,,,,
September,,,,7.34,0.4,1.67,9.24,6.17,3.11,5.88,4.88,2.69,2.84,7.82,3.32,3.92,1.95,1.14,7.79,4.09,0.82,5.11,2.21,3.13,4.76,1.25,3.78,5.27,14.96,5.07,4.4,2.48,4.55,7.5,6.75,4.74,5.45,9.04,4.73,2.58,3.69,,,,,,,,,,
October,,,,7.18,6.36,6.7,6.38,3.88,6.36,5.01,9.76,5.55,5.1,11.75,4.18,3.88,7.97,8.02,3.47,9.09,2.83,6.21,7.8,3.83,2.44,1.69,9.9,9.37,7.82,2.29,2.29,3.49,1.82,9.8,5.08,6.78,5.24,6.74,9.62,7.98,12.13,,,,,,,,,,
November,,,,3.79,7.89,6.14,1.76,9.71,6.14,5.22,6.39,6.7,5.67,4.04,5.65,7.37,5.6,6.13,5.42,3.57,5.81,8.45,6.33,7.37,7.7,3.05,6.44,6.36,3.2,3.92,3.89,4.08,3.47,8.7,4.36,2.56,8.82,8,12.11,12.04,6.48,,,,,,,,,,
December,,,,6.23,7.72,6.43,9.16,11.14,8.23,4.43,10.99,7.15,6.66,5.26,7.16,3.4,4.6,8.61,5.64,9.13,7.16,9.32,7.9,4.47,7.93,9.23,4.74,3.41,10.19,10.2,6.17,8.31,7.29,5.81,9.24,4.6,2.11,1.04,5.6,9.73,6.65,,,,,,,,,,
Total,,,,,63,52.89,58.88,65.7,62.85,56.53,67.98,47.82,47.36,72.91,56.36,50.61,61.37,67.58,61.3,61.32,55.99,56.4,65.71,50.19,57.49,48.19,57.76,54.53,69.39,50.25,64.98,53.04,52.7,70.87,59.67,51.08,59.38,63.36,88.32,60.33,62.87,,,,,,,,,,
