WOLLASTON (WOOD STREET),,,,,,,,,,,,
Grid ref,SO890850,Long,-2.163330,Lat,52.462831,,,,,,,
Station no,2419/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.22,2.42,0.96,0.87,2.56,2.82,1.06,2.14,3.15,5.53,,
February,2.28,0.53,1.39,2.27,1.60,0.31,2.61,4.64,0.24,1.86,,
March,3.91,1.91,1.18,1.93,3.04,0.87,2.09,0.89,2.05,1.34,,
April,2.19,1.92,2.59,0.48,1.24,1.33,0.08,0.42,2.76,0.77,,
May,3.00,2.55,1.71,3.07,4.96,0.54,1.76,1.49,0.87,1.20,,
June,0.93,1.41,2.12,2.92,2.60,1.51,1.23,3.19,1.06,1.70,,
July,1.01,1.18,2.86,3.53,0.37,2.87,4.57,3.76,1.19,3.17,,
August,3.82,3.15,2.26,5.03,1.30,3.47,3.16,2.52,1.83,3.72,,
September,3.10,1.34,2.85,1.69,1.50,2.81,4.13,3.11,0.01,4.90,,
October,1.22,4.11,2.20,3.08,1.66,1.69,1.62,2.04,2.36,5.76,,
November,6.18,2.36,1.85,4.83,3.15,0.63,2.17,1.80,3.15,4.21,,
December,2.47,2.92,1.31,2.17,2.28,2.97,1.86,2.84,4.25,3.14,,
Total,32.33,25.80,23.28,31.87,26.26,21.82,26.34,28.84,22.92,37.30,,
Calc annual,32.33,25.80,23.28,31.87,26.26,21.82,26.34,28.84,22.92,37.30,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
