"DALRY (ROUTDANE BURN)",,,,,,,,,,,,
Grid ref,NS266573,Long,-4.766324,Lat,55.777841,,,,,,,
Station no,5250/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.55,8.65,4.25,6.70,4.15,4.65,6.00,7.30,2.45,5.25,,
February,3.95,3.75,4.00,6.95,3.50,1.80,4.80,5.59,2.60,6.30,,
March,4.90,5.15,1.65,4.90,2.50,2.50,6.05,1.70,4.35,2.45,,
April,3.55,2.60,4.00,2.55,6.07,1.35,3.50,2.15,4.00,7.60,,
May,2.70,1.85,3.55,4.45,3.95,3.15,2.55,4.20,2.45,3.50,,
June,2.75,5.15,1.65,5.25,4.50,4.15,2.15,2.60,3.25,4.10,,
July,5.75,6.25,6.55,6.10,1.80,7.45,6.55,5.70,6.65,6.20,,
August,6.25,6.75,5.95,7.25,1.04,6.45,5.70,5.50,1.55,4.40,,
September,6.15,4.45,7.75,9.45,4.15,6.35,4.01,5.30,2.00,4.25,,
October,2.20,8.65,4.20,13.00,3.90,3.00,6.40,5.70,7.81,3.85,,
November,8.75,3.65,10.95,10.15,3.25,3.15,3.15,3.60,7.24,9.25,,
December,10.15,6.55,7.10,8.00,8.60,7.00,6.75,8.10,10.10,8.00,,
Total,63.65,63.45,61.60,84.75,47.41,51.00,57.61,57.44,54.45,65.15,,
Calc annual,63.65,63.45,61.60,84.75,47.41,51.00,57.61,57.44,54.45,65.15,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
