BRADFORD (HORTON PARK),,,,,,,,,,,,
Grid ref,SE150320,Long,-1.773829,Lat,53.784111,,,,,,,
Station no,3265/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.72,4.07,0.63,2.92,1.81,5.42,2.58,3.20,2.91,5.44,,
February,3.42,0.95,2.60,3.55,2.37,1.44,3.13,5.38,0.16,2.36,,
March,4.29,2.13,1.73,2.33,2.66,1.17,2.64,2.00,1.46,2.01,,
April,1.42,1.76,2.54,0.46,1.21,2.40,0.24,0.78,3.64,1.58,,
May,4.67,1.76,1.83,3.54,2.52,1.05,1.57,4.06,1.24,1.35,,
June,1.08,2.06,2.87,1.68,2.09,2.20,1.82,5.29,2.42,1.07,,
July,2.51,1.25,3.54,1.94,0.78,5.09,3.08,4.36,2.72,4.75,,
August,4.61,3.59,3.41,6.64,1.00,7.03,5.76,2.89,0.67,4.76,,
September,2.29,2.93,3.07,3.50,1.61,3.57,4.08,3.81,0.21,2.25,,
October,1.13,4.44,1.86,5.66,2.12,1.71,3.45,3.20,4.17,5.12,,
November,8.34,1.62,3.49,5.38,2.73,1.02,2.17,1.00,4.36,6.00,,
December,5.66,3.06,2.05,4.45,4.52,4.07,4.20,4.39,6.47,3.92,,
Total,43.14,29.62,29.62,42.05,25.42,36.17,34.72,40.36,30.43,40.61,,
Calc annual,43.14,29.62,29.62,42.05,25.42,36.17,34.72,40.36,30.43,40.61,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
