Rainfall at,OLDHAM, BRUSHES CLOUGH
,
Station no,2843,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,4.83,3.75,4.11,5.23,5.48,12.46,2.17,6.99,
February,,,,6.88,1.75,7.15,4.29,1.99,6.15,1.07,0.73,
March,,,,2.58,1.91,1.97,2.41,6.01,3.13,1.45,3.66,
April,,,,3.98,2.42,3.17,2.53,4.54,1.23,1.68,3.98,
May,,,,4.59,6.75,4.73,5.48,1.79,1.71,3.97,2.71,
June,,,,1.49,3.53,0.11,3.77,5.26,7.89,1.60,2.50,
July,,,,6.35,4.55,2.42,3.65,4.20,2.52,3.70,7.49,
August,,,,5.76,7.03,4.53,5.56,7.49,6.28,6.59,7.44,
September,,,,4.87,5.49,4.56,4.17,6.73,0.88,2.54,4.87,
October,,,1.05,5.93,7.71,7.26,4.36,5.38,5.38,6.37,6.89,
November,,,3.84,8.05,2.90,3.33,6.49,4.92,7.68,9.26,6.15,
December,,,5.58,4.89,6.52,4.14,2.72,1.75,3.51,8.24,4.13,
Total,,,,60.20,54.31,47.48,50.66,55.54,58.82,48.64,57.54,
Calc annual,0.00,0.00,10.47,60.20,54.31,47.48,50.66,55.54,58.82,48.64,57.54,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
