OLDHAM BRUSHES CLOUGH OLD GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD956097,Long,-2.067934,Lat,53.583869,Elevation,930,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,3.19,6.41,2.39,2.87,5.16,4.43,3.42,3.78,3.59,1.1,5.33,4.49,4.65,5.72,2.23,6.37,4.79,1.25,,,,,6.56,2.92,5.31,1.55,1.72,2.54,5.28,3.44,3.56,1.46,4.43,3.24,2.19,2.15,3.84,6.68,6.65,2.53,3.26,4.65,4.4,2.44,5.65,2.14,4.07,2.88,5.49,1.58,4.38,4.32,4.08,7.01,4.57,3.14,3.26,5.56,4.66,7.42,3.7,4.32,3.56,3.85,,,,,
February,,,1.01,2.12,2.54,2.83,4.88,4.37,4.32,6.01,1.5,2.88,4.74,0.69,2.18,1.34,5.11,4.19,2.01,3.57,,,,,3.15,4.08,0.91,1.01,1.07,2.51,0.62,0.49,2.49,5.97,8.06,0.68,2.47,3.27,3.45,1.84,4.45,2,1.52,4.62,4.38,2.26,3.72,2.46,3.64,2.48,4.85,5.32,2.29,1.57,3.23,4.68,5.54,1.2,7.04,1.45,4.75,0.57,5.35,6.66,1.58,6.8,,,,,
March,,,4.29,1.43,3.84,1.54,2.07,2.24,4.47,1.35,2.78,1.08,3.44,2.91,4.37,0.95,4.75,4.1,2.55,2.1,,,,,2.48,2.7,3.43,1.7,2.63,2.42,4.04,1.96,0.82,1.16,4.81,4.47,5.78,4.63,1.88,2.47,1.13,3.45,2.74,5.19,3.07,4.38,3.99,3.66,3.28,3.88,1,2.58,6.39,5.57,5.76,2.11,3.48,2.84,2.2,5.58,3.85,3.98,3.19,2.49,1.97,1.78,,,,,
April,,,4.04,1.93,1.62,2.23,1.58,5.41,1.95,2.43,2.27,4.34,4.35,0.49,1.76,1.79,3.01,3.07,2.06,2.66,,,,,1.18,2.08,3.07,1.42,2.86,2.09,1.56,1.98,1.44,0.72,2.22,2.64,1.81,3.43,2.58,3.53,3.21,2.67,2.35,2.3,3.1,3.52,1.67,2.54,2.3,4.23,3.45,3.17,1.35,5.25,1.76,1.84,3.22,1.98,1.73,2.38,5.83,1.52,3.34,3.73,2.4,2.9,,,,,
May,,1.13,6.49,2.8,4.27,3.11,2.08,3.04,1.73,4.44,1.84,1.63,2.89,2.65,1.94,2.99,1.29,4.32,4.23,2.35,,,,,2.18,2.45,5.14,1.91,0.85,2.16,3.44,3.15,4.84,3.45,3.12,1.12,0.78,2.35,3.87,3.46,1.91,2.18,3.2,4.31,3.4,0.71,3.74,4.28,2.69,2.49,3.21,1.8,3.56,3.6,2.72,2.47,2.78,2.86,2.46,2.02,6.51,2.97,1.62,4.34,6.64,4.6,,,,,
June,,2.37,4.31,4.4,3.4,1.04,5.89,2.03,0.44,1.12,2.11,3.93,8.01,2.37,1.6,4.58,3.8,3.56,3.83,6.61,,,,,0.79,3.82,2.44,0.42,2.85,0.88,3.95,1.93,3.57,2.44,4.18,4.61,4.09,4.46,3.85,1.93,6.81,2.75,1.24,1.88,1.09,3.32,1.68,9.15,2.3,2.49,5.23,3.48,5.31,2.99,3.79,1.19,2.94,2.69,1.56,2.41,3.07,0.43,3.51,1.27,3.36,0.1,,,,,
July,,5.02,5.69,1.97,1.74,2.95,5.25,6.51,0.44,1.51,1.2,4.23,7.54,5.32,2.44,5.57,3.82,5.86,1.14,6.01,,,,,4.49,2,7.44,2.39,7.97,4.16,3.3,3.9,3.61,4.48,3.84,10.67,3.34,1.87,0.78,2.38,4.04,3.14,3.48,4.75,1.84,2.7,2.52,3.91,5.44,7.08,5.35,0.64,5.28,1.46,5.55,5.75,2.92,1.98,5.54,2.7,9.3,2.28,5.72,6.34,4.38,2.53,,,,,
August,,3.73,3.33,5.23,2.97,6.09,5.66,2.51,3.33,2.68,2.29,1.99,4.05,5.84,5.91,4.58,5.43,5.27,6.89,6.99,,,,,2.31,1.73,2.66,1.46,4.55,7.35,6.13,8.94,4.77,2.7,4.97,5.32,3.42,5.46,6.73,2.36,6.33,2.44,3.87,5.84,5.61,4.94,5.48,4.41,4.41,3.95,6.48,3.05,7.62,2.89,3.83,5.91,3.58,8.84,3.79,3.8,3.18,7.55,5.67,5.65,6.74,4.5,,,,,
September,,5.13,5.45,7.31,4.78,0.93,8.06,3.55,2.76,7.33,3.75,5.28,7.16,2.87,5.28,7.41,6.11,4.71,5.24,3.2,,,,,3.48,6.22,4.75,6.2,2.09,3.06,1.91,3.61,5.02,4.57,0.58,1.95,7.78,5.38,0.97,7.32,2.07,1.13,2.86,6.02,2.01,3.71,1.61,1.03,5.24,2.99,0.3,3.86,2.04,1.97,3.04,1.26,2.73,2.77,13.17,2.46,2.68,1.63,4.15,4.7,5.34,4.5,,,,,
October,,1.76,6.56,7.4,3.29,6.08,3.48,4.31,6.77,4.26,11.21,4.53,5.61,6.22,5.65,6.27,3.59,6.31,4.31,3.23,,,,,2.73,5.83,6.58,2.42,2.19,4.17,3.89,6.95,7.35,4.3,5.53,4.84,6.1,2.3,5.76,4.59,6.01,4.07,5.76,9.97,2.1,3.79,8.1,6.7,2.31,6.94,4.3,3.77,4.95,2.35,3,2.46,8.17,8.23,3.91,2.99,1.78,4.03,0.99,5.77,7.49,7.13,,,,,
