FOLKESTONE-RADNOR-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR221363,Long,1.169719,Lat,51.083005,Elevation,129,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,4.31,0.63,1.56,2.29,3.74,1.04,3.19,0.78,1.7,0.97,3.16,2.13,3.27,3.67,1.01,,,,,,,,,,,,,,,1.32,2.01,3.15,1.6,2.75,3.02,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,5.26,1.9,1.82,1.34,2.42,0.69,2.15,1.36,1.32,0.71,2.75,1.13,2.19,0.9,1.69,,,,,,,,,,,,,,,0.95,1.9,2.71,0.55,2.9,0.1,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.04,2.14,0.91,1.76,1.56,3.62,1.99,0.81,1.94,4,1.66,2.64,3.74,2.21,4.6,,,,,,,,,,,,,,,0.25,2.53,0.69,1.36,1.71,2.92,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.84,1.58,0.57,2.52,1.25,2.83,1.08,1.92,1.97,2.01,2.13,1.38,0.2,2.72,1.14,,,,,,,,,,,,,,,1.06,2.12,3.29,3.55,1.25,2.1,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.22,0.73,1.82,2.88,1.83,1.07,1.81,2.4,1.06,0.79,2.67,0.9,0.62,0.88,0.98,,,,,,,,,,,,,,,1.48,3.75,1.88,3.14,1.66,1.08,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.76,0.93,2.25,2.74,1.04,4.92,2.17,1.75,1.15,2.59,2.8,2.06,4.03,0.49,2.59,,,,,,,,,,,,,,,1.75,0.92,0.83,1.44,2.02,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.24,1.3,1.52,4.41,0.86,1.06,1.15,1.61,3.13,2.68,2.14,0.27,1.48,1.77,1.74,,,,,,,,,,,,,,,1.13,3.07,2.99,5.24,0.85,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.32,1.51,3.47,3.88,1.69,2.12,0.63,1.86,3.21,2.62,1.58,1.2,5.43,3.6,0.96,,,,,,,,,,,,,,,2.25,3.03,4.25,0.45,0.71,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.9,1,0.97,2.03,1.51,2.86,1.83,0.4,1.47,3.49,0.54,1.43,2.97,1.58,1.21,,,,,,,,,,,,,,,0.91,4.01,1.71,2.29,4.72,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.12,1.57,2.23,4.39,2.21,2.45,3.54,5.51,1.56,7.28,5.24,6.9,3.32,4.26,3.01,,,,,,,,,,,,,,,3.83,1.58,0.83,8.28,2.2,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
