HUDDERSFIELD THE CEMETERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE137174,Long,-1.794199,Lat,53.652922,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,3.14,3.17,1.42,4.28,0.8,3.69,3.72,1.12,0.26,1.36,3.8,,6.84,,,,,,,,,,,,,,,,3.87,1.72,2.47,3.93,3.84,1.53,4.89,1.81,3.24,2.39,4.96,1.58,4.45,3.87,2.93,5.21,3.56,2.6,2.57,4.92,4.73,5.85,3.85,,,,,,,,
February,,,2.6,0.83,1.28,1.59,2.98,4.15,1.21,2.9,2.53,4.74,2.1,,2.73,,,,,,,,,,,,,,,,5.55,1.18,1.28,4.29,4.89,1.95,3.29,2.88,2.88,1.59,3.6,4.48,2.18,1.35,2.57,4.27,6.19,0.89,5.4,1.91,4.43,0.23,3.6,,,,,,,,
March,,,2.28,2.94,3.01,0.65,4.3,2.87,1.92,2.13,3.22,5.08,3.08,,1.68,,,,,,,,,,,,,,,,0.97,3.18,1.71,5.35,2.32,3.36,3.41,3.29,3.56,3.46,0.53,1.78,3.71,5.72,3.76,1.1,4.59,3.29,1.38,5.58,2.8,2.74,2.16,,,,,,,,
April,,,2.59,0.72,1.87,0.92,2.18,2.85,1.45,2.76,2.12,1.15,4.54,,1.52,,,,,,,,,,,,,,,,1.58,1.98,1.72,1.85,2.48,2.26,1.2,2.29,2.17,2.85,2.89,1.86,1.03,3.7,1.29,1.38,2.15,2.43,1.1,1.5,4.44,0.98,3.42,,,,,,,,
May,,,1.5,2.16,1.28,1.55,1.08,3.61,4.89,1.48,2.73,1.85,0.98,,1.94,,,,,,,,,,,,,,,,1.32,1.11,2.79,3.27,3.43,0.62,2.87,4.36,2.15,2.34,2.67,1.84,3.55,2.56,1.57,1.95,2.73,2.81,3.75,1.56,4.12,1.54,1.33,,,,,,,,
June,,,3.25,0.96,0.83,3.35,2.96,2.08,2.92,4.42,2.91,1.57,3.61,,0.76,,,,,,,,,,,,,,,,2.63,1,1.63,1.33,0.85,2.33,1.25,4.22,1.91,3.08,4.67,3.17,5.14,1.89,2.71,0.97,2.05,1.76,0.93,0.85,2.93,0.15,,,,,,,,,
July,,,4.21,2.55,1.64,6.65,1.85,2.56,1.02,4.32,5.34,2.67,3.32,,3.76,,,,,,,,,,,,,,,,3.33,2.98,2.07,2.91,5.71,1.48,1.75,2.22,3.63,3.94,2.77,0.54,4.03,0.96,2.69,4.17,1.91,1.37,3.29,2.72,6.52,1.16,,,,,,,,,
August,,,3.04,2.25,2.16,3.75,2.33,4.04,6.98,4.84,1.63,5.2,2.42,,1.35,,,,,,,,,,,,,,,,5.89,1.36,3.25,3.86,5.13,4.28,2.42,2.26,2.91,2.53,4.33,2.3,5.71,1.28,1.68,3.68,1.99,6.2,1.82,2.79,1.23,4.4,,,,,,,,,
September,,,5.25,2.46,1.78,3.05,4.68,3.6,3.3,1.65,4.03,2.85,1.7,,1.97,,,,,,,,,,,,,,,,0.6,0.84,2.16,4.74,0.58,1.75,0.69,0.49,2.77,2.59,0.22,2.81,1.46,2.3,1.98,0.7,1.29,1.26,10.86,1.45,1.48,1.09,,,,,,,,,
October,,,4.38,2.37,4.01,5.3,2.93,4.73,3.79,1.71,6.08,4.9,3.7,,1.79,,,,,,,,,,,,,,,,4.04,2.24,3.31,9.41,1.01,2.62,6.29,5.63,1.66,3.93,2.82,3.14,4.07,2.59,2.06,1.53,6.66,5.68,2.64,2.12,2.65,1.93,,,,,,,,,
November,,,4.16,2.39,3.13,4.34,3.15,4.69,2.49,1.44,4.04,4.65,5.38,,1.54,,,,,,,,,,,,,,,,2.91,5.09,2.35,1.83,2.44,4.28,4.34,2.91,2.16,1.2,3.8,4.47,3.2,3.37,5.33,2.25,3.64,3.54,1.72,2.94,2.25,1.98,,,,,,,,,
December,,,3.8,0.48,3.76,1.37,7.26,3.98,3.16,2.85,4.78,2.77,5.16,,2.11,,,,,,,,,,,,,,,,4.14,5.42,3.54,2.15,2.12,0.8,3.39,3.09,1.75,6.38,4.11,4.68,5.3,3.21,7.19,7.75,3.03,2.4,5.93,5.29,3.66,6.61,,,,,,,,,
Total,,,40.2,23.28,26.17,36.8,36.5,42.85,36.85,31.62,39.67,38.79,39.79,,27.99,,,,,,,,,,,,,,,,36.83,28.1,28.28,44.92,34.8,27.26,35.79,35.45,30.79,36.28,37.37,32.65,43.83,32.8,35.76,34.96,39.79,34.23,41.39,33.63,41.24,28.66,,,,,,,,,
