DONCASTER (Railway Station),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE570026,Long,-1.141835,Lat,53.516994,Elevation,42,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.73,2.8,1.1,0.75,2.89,1.64,0.62,1.39,0.99,3.04,1.79,0.92,0.07,0.24,2.38,2.56,3.01,1.16,3.22,2.07,0.34,1.59,2.19,1.19,1.09,1.47,1.25,3.43,0.34,2.49,0.42,2.25,3.05,1.03,0.8,1.62,1.79,0.42,2.66,0.45,1.16,0.71,1.81,0.95,2.68,2.32,0.88,2.16,0.57,2.64,1.1,2.42,2.03,1.16,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.09,1.51,1.29,1.41,1.99,0.9,0.96,0.8,1.68,1,0.71,2.23,1.17,2.59,1.3,2.04,1.47,1.61,0.52,0.38,1.09,1.41,0.93,0.04,1.91,2.64,2.86,0.15,0.72,2.66,0.65,1.12,2.96,0.95,1.1,1.06,3.32,0.66,1.85,0.99,1.45,0.25,1.31,0.72,1.26,0.43,1,2.47,2.3,0.5,1.43,1.96,2.03,0.25,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,0.94,2.2,2.18,0.87,1.6,2.25,0.83,0.41,2.53,2.5,0.54,0.8,1.4,2.26,0.74,0.51,1.46,1.29,2.14,1.12,2.43,3.11,1.42,1.44,0.92,0.19,0.69,1.95,1.74,2.39,0.98,0.74,0.6,1.38,1.05,2.22,1.46,1.92,1.35,1.18,2.85,2.69,0.45,1.12,2.65,1.77,1.32,0.95,4.16,1.57,0.54,3.11,1.94,0.46,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.12,1.26,1.7,0.32,2.4,3.83,0.79,1.19,0.19,1.3,3.36,1.36,1.88,0.67,0.82,2.83,2.1,1.27,1.59,1.84,0.67,1.27,3.34,0.44,1.64,1.18,0.34,2.6,1.71,0.74,1.25,1.83,1.61,0.69,0.98,2.04,1.16,1.17,1.7,0.68,1.81,1.8,1.5,1.77,0.87,0.23,1.98,0.44,0.64,1.07,1.41,0.98,1.21,2.17,1.15,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.29,0.71,5.73,0.68,1.72,1.75,1.86,0.79,0.88,0.45,2.37,2.99,2.29,1.15,0.72,1.49,1.15,0.61,1.49,5.6,1.42,0.54,4.04,2.52,3.06,2.78,1.98,1.34,0.85,0.47,0.56,1.53,2.46,1,0.64,2.31,3.09,1.79,0.45,1.08,3.15,2.13,1.85,1.61,0.53,3.08,1.69,1.49,1.55,1.84,1.9,2.26,0.83,2.98,1.18,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.98,0.31,0.88,1.78,4.57,5.8,1.15,0.85,2.91,2.08,2.34,1.89,3.44,1.79,1.71,3.09,3.25,0.64,1.79,0.55,0.16,1.87,0.28,2.22,2.55,2.95,1.19,2.81,2.05,2.94,2.13,0.72,1.83,2.14,1.17,1.7,1.63,0.39,1.92,1.81,3.05,1.28,2.8,2.84,2.66,4.37,0.46,1.57,0.59,1.79,1.34,0.82,0.64,1.54,0.06,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,5.8,0.16,0.17,0.63,3.53,6.13,2.35,2.1,4.93,1.41,1.51,0.36,2.52,4.59,1.34,2.3,2.83,2.22,0.6,2.66,1.97,6.26,1.74,2.57,2.05,1.97,4.56,3.57,3.96,1.15,0.68,2.03,1.42,1.42,2.05,1.81,2.16,2.2,1.11,0.33,2.21,3.26,3.69,3.13,0.09,4.54,0.61,3.52,4.19,0.88,0.46,2.77,2.82,3.72,0.42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,4.42,2.14,1.38,1.18,1.29,2.45,2.41,1.52,2.29,1.33,4.23,4.02,2.43,1.63,4.4,1.28,0.88,1.02,1.37,1.16,1.88,2.07,3.38,2.26,3.19,1.92,1.85,1.92,1.39,1.65,2.68,3.21,0.9,3.15,1.22,4.16,2.67,2.83,3.02,0.89,1.57,1.87,2.54,2.29,2.11,5.58,1,1.86,2.14,1.48,3.8,2.07,2.45,0.64,3.24,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.35,2.64,3.45,1.1,5.88,4.36,1.92,1.87,2.09,3.53,1.87,1.66,1.77,5.31,1.73,1.04,5.53,0.88,1.66,1.04,1.64,1.2,1.37,1.41,1.72,1.53,1.02,0.51,0.54,3.71,1.58,0.52,1.72,0.66,0.92,0.66,2.71,1.38,0.87,1.92,0.46,1.28,1.74,0.3,1.88,0.96,6.23,0.84,0.56,1.94,0.51,4.02,1.67,1.14,0.67,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.98,2.2,1.45,5.98,2.18,4.78,1.77,1.65,4.72,2.06,1.06,1.77,0.63,5.61,1.72,4.36,3.25,0.81,4.71,3.6,1.84,0.78,3.41,0.99,3.22,5.01,1.35,3.63,2.63,2.92,0.93,2.34,3.35,2.73,1.79,2.43,5.49,0.43,1.23,4.84,4.52,0.47,2.03,1.34,1.99,1.85,2.49,2.09,0.82,1.32,2.42,1.42,1.74,1.62,1.53,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
