"BRIDGNORTH CANTREYN BANK",,,,,,,,,,,,
Grid ref,SO708949,Long,-2.432071,Lat,52.551155,,,,,,,
Station no,2280,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.79,1.85,1.34,2.81,2.71,0.58,3.28,0.74,0.71,0.98,,
February,4.97,1.51,1.55,2.00,3.18,0.70,1.09,0.79,1.05,0.63,,
March,0.66,2.49,0.94,5.35,1.44,3.10,0.72,0.46,2.50,1.98,,
April,1.04,1.89,2.09,1.65,0.85,1.34,1.20,1.62,2.59,1.82,,
May,2.25,0.92,3.11,4.42,2.22,0.45,1.82,1.95,2.20,0.83,,
June,2.21,2.84,2.68,1.29,0.41,2.77,1.75,1.56,2.39,3.32,,
July,1.63,2.68,1.04,1.87,1.81,1.36,0.73,1.16,1.94,2.58,,
August,4.53,2.16,5.40,4.91,2.24,5.42,1.32,2.26,3.26,1.78,,
September,0.82,0.86,1.73,4.22,1.42,1.13,0.90,0.68,1.54,2.47,,
October,4.02,2.10,3.02,6.94,0.56,1.45,3.39,5.14,1.94,2.78,,
November,2.67,1.34,3.26,1.99,0.98,2.47,1.62,2.19,1.62,0.26,,
December,4.90,4.31,1.91,2.86,1.67,0.38,1.26,2.61,2.10,3.47,,
Total,33.49,24.95,28.07,40.31,19.49,21.15,19.08,21.16,23.84,22.90,,
Calc annual,33.49,24.95,28.07,40.31,19.49,21.15,19.08,21.16,23.84,22.90,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,,
