HARTLAND-FOSFELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS264237,Long,-4.474746,Lat,50.986458,Elevation,480,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,10.09,2.52,8.49,4.42,6.48,3.86,5.06,1.44,5.8,6.49,6.16,6.25,4.23,3.93,5.52,6.24,4.88,3.18,5.03,3.4,8.28,1.9,1.96,6.26,4.14,1.54,2.23,4.66,4.86,4.34,3.68,5.45,
February,,,,,,,,3.28,4.3,1.82,2.38,4.1,0.03,3.24,0.41,4.66,2.88,7.65,1.93,3.04,3.84,4.74,0.22,2.62,1.37,5.11,3.41,1.06,1.82,1.95,6.1,4.84,1.28,2.52,4.39,3.35,0.65,6.07,5.71,0.47,
March,,,,,,,,4.42,4.27,0.79,2.68,2.37,2.79,4.04,2.84,1.46,3.05,4.88,0.83,1.47,2.48,3.08,2.99,1.21,0.19,1.81,1.38,8.66,1.85,2.13,2.24,5.52,4.56,1.36,3.53,1.67,1.41,5.14,1.59,4.74,
April,,,,,,,,2.67,1.71,1.05,2.47,2.95,2.42,2.33,3.54,5.43,3.45,2.77,0,2.43,2.9,1.02,2.25,1.84,2.38,1.82,1.82,3.1,2.42,3.44,2.32,3.3,3.94,2.85,0.69,2.83,1.6,0.36,1.3,2.96,
May,,,,,,,,1.43,1.09,4.31,2.68,3.24,4.6,1.95,2.61,2.76,0.91,2.24,3.9,1.21,1.65,2.42,5.87,3.63,0.73,3.05,4.43,3.33,2.72,3.15,1.7,2.57,2.77,3.59,2.37,3.26,1.31,3.05,3.31,1.24,
June,,,,,,,,3.88,3.5,2.72,1.52,3.85,1.59,1.59,1.92,3.7,3.02,1.39,2.13,2.87,0.5,1.54,0.45,2.39,3.1,4.24,5.46,2.74,2.69,0.49,1.56,1.16,1,1.39,3.82,4.16,2.07,2.12,5.74,1.31,
July,,,,,,,,3.7,2.77,3.55,3,5.96,4.21,2.79,1.16,1.38,9.58,3.79,3.27,7.23,5.14,2.39,4.16,2.91,2.95,5.16,3.73,2.58,2.87,2.13,4.11,1.04,1.21,6.5,5.51,2.13,4.51,3.35,2.39,2.95,
August,,,,,,,,7.12,3.01,3.31,4.71,4.89,1.05,1.32,4.48,3.84,1.16,0.84,6.4,4.71,0.36,5.48,4.54,4.26,3.96,2.25,7.22,1.13,5.07,2.71,8.48,5.67,6.29,4.79,4.5,0.14,5.03,3.62,6.24,1.7,
September,,,,,,,,9.35,1.92,0.88,5.5,2.53,5.79,1.69,3.63,5.37,2.73,4.45,1.73,1.15,2.72,0.47,4.8,6.67,4.52,2.53,6.47,1.8,3.62,2.06,7.51,3.02,3.68,5.41,4.66,2,5.41,6.26,7.15,,
October,,,,,,,,3.15,8.3,7.3,8.1,1.6,10.03,7.14,4.81,7.83,2.52,3.17,6.29,3.44,4.38,3.14,3.82,5.31,6.44,3.66,2.47,2.43,6.41,9.72,2.25,1.28,5.24,3.13,5.8,3.34,2.77,5.71,5.79,,
November,,,,,,,,4.64,6.17,13.15,5.09,9.91,3.37,1.31,3.31,7.01,6.25,2.63,7.62,8.88,9.83,3.31,1.04,3.44,8.65,1,8.02,3.67,2.42,5.9,7.84,4.9,4.67,3.7,9.06,2.51,1.47,2.56,4.26,,
December,,,,,,,,3.53,5.93,8.6,5.78,3.55,3.59,1.65,10.38,4.86,5.45,4.72,4.95,3.23,4.78,3.97,6.53,2.8,3.9,6.25,5.1,4.43,6.69,3.57,5.03,4.84,4.84,1.4,4.69,6.73,5.27,2.39,4.55,,
Total,,,,,,,,,53.06,50,52.4,49.37,45.95,32.91,44.15,49.74,46.8,45.02,45.21,45.91,42.81,35.49,42.19,43.32,43.07,40.06,54.54,38.33,46.86,39.15,51.1,44.4,43.62,38.18,51.25,36.78,36.36,44.97,51.71,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total for 1927 in brackets - Jan reading from Hartland Abbey sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
