PORT SUNLIGHT,,,,,,,,,,,,
Grid ref,SJ336843,Long,-2.998981,Lat,53.351399,,,,,,,
Station no,2786/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.16,3.25,1.18,2.87,2.37,3.60,1.24,,,,,
February,2.56,1.17,1.50,2.71,2.21,0.37,2.27,,,,,
March,4.95,1.70,1.07,2.25,1.99,1.29,1.68,,,,,
April,1.28,1.54,2.24,0.78,1.55,2.62,0.40,,,,,
May,2.68,2.42,2.16,3.00,3.19,0.85,1.51,,,,,
June,1.20,2.24,1.60,3.71,3.85,2.06,1.85,,,,,
July,1.27,1.86,3.31,4.04,0.50,4.69,4.27,,,,,
August,5.22,1.77,3.23,4.44,1.47,11.30,3.60,,,,,
September,2.75,4.29,3.32,2.46,2.80,2.32,7.79,,,,,
October,1.07,4.02,1.60,6.06,2.23,2.84,2.70,,,,,
November,6.55,2.84,2.91,6.02,1.45,1.75,1.33,,,,,
December,4.40,3.77,1.51,3.95,3.77,2.40,2.75,,,,,
Total,36.09,30.87,25.63,42.29,27.38,36.09,31.39,,,,,
Calc annual,36.09,30.87,25.63,42.29,27.38,36.09,31.39,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
