"SMEATON HADDINGTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR259,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,2.86,1.72,1.80,1.95,1.32,2.28,1.12,0.83,0.30,1.56,,
February,1.37,1.45,0.69,1.78,1.96,1.09,0.66,0.26,3.84,0.47,,
March,0.51,0.82,2.12,0.53,1.34,1.37,0.98,0.15,2.54,0.88,,
April,0.21,0.96,0.05,0.33,0.26,0.65,1.30,0.47,1.27,1.61,,
May,3.09,0.64,2.11,3.72,0.36,1.52,1.47,3.22,1.07,1.69,,
June,2.19,2.46,1.09,1.27,2.92,4.02,2.20,2.86,3.99,0.73,,
July,3.53,3.05,1.59,3.77,2.54,1.57,4.18,1.32,1.17,1.59,,
August,3.36,3.96,1.60,1.83,2.40,4.86,3.83,0.93,1.37,1.65,,
September,3.08,1.86,1.92,1.04,1.70,3.33,4.24,0.90,1.44,0.58,,
October,3.37,4.31,0.91,5.14,1.28,4.69,2.98,2.77,5.36,1.53,,
November,2.43,2.72,1.99,1.94,3.27,0.86,1.20,0.73,0.85,0.68,,
December,0.54,2.00,1.30,0.36,1.06,0.30,1.02,2.15,0.82,0.96,,
Total,26.54,25.95,17.17,23.66,20.41,26.54,25.18,16.59,24.02,13.93,,
Calc annual,26.54,25.95,17.17,23.66,20.41,26.54,25.18,16.59,24.02,13.93,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
