"BATHGATE BALLENCRIEFF NO 3",,,,,,,,,,,,
Grid ref,NS980691,Long,-3.633032,Lat,55.904165,,,,,,,
Station no,5155,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,3.41,,
February,,,,,,,,,,1.77,,
March,,,,,,,,,,4.65,,
April,,,,,,,,,1.89,2.60,,
May,,,,,,,,,2.77,1.81,,
June,,,,,,,,,1.22,2.23,,
July,,,,,,,,,2.20,3.57,,
August,,,,,,,,,2.86,1.43,,
September,,,,,,,,,4.70,1.76,,
October,,,,,,,,,0.92,4.80,,
November,,,,,,,,,2.26,1.55,,
December,,,,,,,,,1.26,4.32,,
Total,,,,,,,,,,33.90,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.08,33.90,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
