ARDCLACH GLENFERNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH936428,Long,-3.775302,Lat,57.462959,Elevation,700,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.67,2.02,3.42,4.55,3.01,1.61,4.7,1.55,2.05,2.45,1.3,2.31,2.93,3.39,1.6,1.64,1.4,2.52,2.41,3.9,2.77,3.44,3.42,3.54,5.58,3.24,4.22,1.91,4.6,1.85,4.14,4.09,0.96,2.18,4.24,3.48,1.3,1.9,2.05,5.15,3.98,4.07,6.08,0.96,2.7,3.57,1.57,3.8,5.43,1.31,1.9,2.68,4,2.39,2.82,3.94,1.93,2.65,1.14,2.51,3.26,2.85,5.4,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.32,3.94,1.42,2.59,3.47,1.58,4.99,1.99,3.37,2.54,1.87,3.57,2.41,1.5,3.66,1.34,2.61,1.37,2.34,4.41,1.21,3.16,0.7,3.14,0.58,2.64,2.08,3.02,5.43,1.08,1.27,2.54,0.61,0.95,2.69,0.8,3.17,1.22,3.55,1.62,3.75,2.08,1.65,1.32,4.81,2.7,3.8,3.19,2.05,3.52,0.48,2.71,2.39,2.48,2.95,2.11,2.6,1.76,2.5,2.91,2.48,4.13,0.95,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.49,3.47,3.51,3.34,2.62,1.99,3.35,0.95,4.81,4.06,2.82,5.03,4.28,1.77,1.83,1.88,4.03,3.42,4.15,2.85,2.51,1.29,3.26,2.61,2.6,3.49,0.99,1.5,3.83,3.01,1.68,2.39,0.42,1.73,1.66,4.46,0.51,3.99,1.15,2,3.7,2.06,3.06,4.12,3.27,0.8,2.36,2.23,0.99,1.13,2.67,1.43,2.55,2.15,3.62,1.95,1.47,2.88,2.37,1.44,3.61,2.75,0.87,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.23,1.74,4.54,2.21,2.85,0.97,1.9,3,2.69,2.22,2.37,2.98,3.15,5.83,2,1.74,1.49,0.69,3.24,2.82,4.11,2.26,5.06,3.4,0.86,5.67,2.86,0.76,2.93,2.42,4.12,1.5,3.06,2.13,3.04,5.24,1.94,5.84,4.58,1.37,0.53,1.18,1.7,2.68,2.62,2.63,1.92,1.71,1.63,2.79,3.98,3.06,2.45,4.89,5.84,1.46,3.71,1.24,1.13,2.18,1.02,2.03,3.27,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.71,2.36,2.45,1.55,1.04,3.86,2.43,2.99,2.27,5.44,3.33,1.6,2.62,1.73,2.23,3.32,1.4,6.18,0.97,4.74,2.59,1.32,0.07,1.76,3.34,2.32,7.81,4.16,2.66,2.99,5.17,3.11,2.98,1.45,3,4.24,1.95,2.83,2.6,1.52,1.22,3.71,1.55,2.15,5.77,2.61,5.22,2.7,3.6,1.65,1.99,3.18,2.45,1.93,1.02,1.6,3.57,5.78,3.25,1.43,1.43,4.22,0.99,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,4.34,2.73,0.76,1.66,3.85,4.32,2.13,1.22,0.34,2.62,4.91,1.54,0.9,2.42,5.03,4.16,2.88,2.95,1.01,8.72,3.86,2.75,3.47,0.8,1.17,2.09,1.98,2.99,0.93,3.11,5.36,4.53,3.07,1.66,3.63,0.29,2.86,2.14,4.21,1.66,3.75,5.63,2.43,1.54,0.64,1.17,2.73,4.78,3.67,3.25,4.54,7.67,1.49,2.01,5.08,3.31,5.24,3.87,1.12,4.07,2.47,3.1,2.72,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.27,2.62,3.66,4.45,2.9,4.7,5.33,0.71,2.14,2.16,3.88,3.08,3.95,4.57,2.27,1.13,1.57,4.1,5.01,5.19,1.4,5.79,0.7,4.09,2.5,5.23,3.92,4.45,2.34,3.89,2.6,2.21,4.04,4.02,5.55,4.69,3.16,4.34,1.7,10.19,4.06,5.93,5.97,11.01,4.36,3.03,2.33,1.48,4.15,7.96,2.85,5.19,2.26,1.76,5.11,2.35,5.66,5.25,0.55,11.51,6.55,5.77,2.76,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.05,3.93,1.7,5.12,3.45,3.7,3.91,4.87,3.24,3.51,3.21,1.15,2.78,3.33,0.64,6.67,1.23,2.08,2.26,2.94,6.42,2.84,2.7,2.98,3.15,3.13,7,7.57,0.96,2.01,3.24,5.14,4.97,5.08,4.8,1.3,3.06,2.86,3.32,2.64,3.19,2.57,1.95,3.14,10.4,2.88,4.52,2.75,5.86,3.87,0.28,8.72,6.48,1.99,6.45,4.99,2.39,2.54,0.9,7.36,7.9,4.87,1.65,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,3.13,2.66,4.94,2.54,1.21,1.19,2.84,1.76,2.26,1.97,1.42,7.94,2.49,1.06,1.28,1.64,3.05,1.78,7.58,1.72,1.78,4.29,3.12,4.06,1.61,2.32,2.68,5.76,6.25,3.39,7.95,4.92,2.33,4.27,2.25,4.19,1.53,1.27,5.11,2.93,1.52,4.44,2.62,2.93,1.74,4.47,3,5.21,3,5.08,4.48,2.46,1.12,6.6,0.94,3.87,2.24,3.02,2.13,3.35,2.17,2.05,0.74,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.36,1.91,1.78,3.68,3.06,2.35,4.17,1.25,4.96,6.33,3.86,0.38,4.74,2.64,3.2,1.72,0.8,1.12,1.31,5.33,4.76,3.4,4.72,0.98,2.25,1.96,4.14,3.41,2.8,5.15,4.68,3.5,4.66,4.54,3.35,7.4,7.32,5.56,7.72,3.54,2.74,6.05,3.1,3.36,5.65,8.89,2.72,3.72,4.58,0.35,1.34,3.24,2.31,1.64,1.87,2.96,1.24,7.16,5.19,3.92,1.74,2.34,3.96,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
