"AFON RHEIDOL (NANT-Y-MOCH)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4129/2,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.99,10.29,8.47,10.32,5.36,9.67,5.29,15.24,6.31,3.80,,
February,6.16,3.40,6.32,4.95,10.87,9.86,2.00,5.14,3.39,10.54,,
March,6.80,3.83,2.30,1.49,4.20,2.37,7.02,4.97,5.52,3.59,,
April,3.63,3.05,2.87,4.08,3.87,2.22,4.66,3.65,7.10,7.56,,
May,5.86,6.53,5.41,3.90,6.22,2.81,3.71,3.25,6.99,1.61,,
June,1.06,1.28,8.99,6.79,6.06,6.70,3.81,8.45,1.24,4.85,,
July,5.07,10.20,6.69,5.64,2.70,4.18,5.37,5.55,6.24,6.63,,
August,9.90,6.52,9.16,3.91,5.46,9.91,0.71,7.79,3.30,11.66,,
September,1.43,7.61,9.95,7.46,4.30,10.30,4.97,8.40,2.52,16.98,,
October,9.03,10.99,7.99,9.50,4.29,1.68,1.60,6.43,9.88,6.65,,
November,4.12,0.97,8.06,11.98,1.10,9.37,9.04,7.55,9.53,9.65,,
December,7.70,9.74,4.15,5.06,6.47,6.43,9.36,7.89,10.75,5.32,,
Total,64.75,74.41,80.36,75.08,60.90,75.50,57.54,84.31,72.77,88.84,,
Calc annual,64.75,74.41,80.36,75.08,60.90,75.50,57.54,84.31,72.77,88.84,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
