BINGLEY-EAST-MORTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE100422,Long,-1.8493846,Lat,53.875906,Elevation,530,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,2.4,4.77,1.18,4.92,4.24,,4.43,2.86,,,,,,3.9,1.87,2.49,3.09,3.1,2.95,7.03,1.87,5.46,3.01,3.18,1.9,2.6,1.38,4.08,4.19,,,
February,,,,,,,,,2.87,,3.2,3.5,1.8,1.55,,4.04,4.83,0.58,,,,,3.21,5.39,0.91,5.42,2.59,1.39,4.03,0.67,1.05,3.32,0.36,5.96,0.34,4.37,2.14,5.55,,,
March,,,,,,,,,,,0.56,1.28,4.31,4.78,,1.7,3.29,,,,,,2.26,2.11,1.03,0.98,1.49,2.97,2.79,0.18,2.21,0.38,2.19,1.73,2.73,1.58,1.87,2.89,,,
April,,,,,,,,,,,2.31,1.11,0.58,3.79,,1.27,1.92,,,,,,3.05,2.29,1.8,2.82,1.3,2.81,1.2,1.2,3.84,3.41,2.82,1.39,2.63,3.08,1.29,2.89,,,
May,,,,,,,,,,,1.91,0.82,2.34,2.72,,1.68,1.95,,,,,,1.06,3.06,4.47,4.13,3.87,1.19,1.6,1.56,1.83,2.56,4.13,2.62,2.03,0.79,2.09,2.5,,,
June,,,,,,,,,,2.66,2.16,3.94,6.11,1.55,3.18,0.95,2.08,,,,,,1.7,0.63,2.36,0.09,2.74,2.77,4.59,0.8,1.66,5.14,0.84,1.61,1.68,3.15,4.25,2.48,,,
July,,,,,,,,,,,2.88,0.29,4.08,0.78,,4.38,,1.4,,,,,4.03,2.85,2.99,1.31,2.45,3.75,1.16,2.51,5.26,3.29,3.72,1.92,1.05,0.48,2.89,2.3,,,
August,,,,,,,,,,,4.07,1.76,5.21,1.81,,4.07,2.47,,,,,,4.83,3.71,3.22,3.57,3.21,5.81,4.6,2.25,4.4,3.61,0.92,0.44,1.96,1.37,2.05,1.58,,,
September,,,,,,,,,3.46,,0.13,2.86,1.44,1.42,,0.64,,,6.93,,,,2.85,3.58,3.53,2.56,2.13,3.97,0.77,0.65,4.4,3.84,2.79,1.92,1.84,5.71,3.08,1.57,,,
October,,,,,,,,,,,3.5,2.72,3.3,2.08,1.91,1.07,6.3,,2.05,,,,0.77,3.83,2.99,3.73,4.04,3.27,4.81,4.07,3.58,1.28,4.51,3.82,3.31,6.54,2.87,2.34,,,
November,,,,,,,,,,,3.69,3.27,2.34,2.87,5.2,1.88,2.95,,,,1.86,,1.66,4.37,2.15,2.06,5.38,3.2,4.86,5.3,4.25,5.49,2.3,2.48,1.72,6.31,4.09,1.88,,,
December,,,,,,,,,,,3.63,4.94,3.82,2.46,,6.98,,,,,,,2.97,3.02,3.68,3.92,1.22,2.15,1.79,7.63,2.8,1.42,1.4,0.55,4.9,2.84,1.91,2.3,,,
Total,,,,,,,,,,,32.81,27.67,40.25,30.05,,33.09,,,,,,,32.29,36.71,31.62,33.68,33.52,36.23,39.23,28.69,40.74,36.75,29.16,26.34,26.79,37.6,32.61,32.47,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is based on the relationship to the church and stated altitude. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910s are exact copies of each other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
