"NOTTINGHAM (BASFORD W.W.)",,,,,,,,,,,,
Grid ref,SK566428,Long,-1.158476,Lat,52.979566,,,,,,,
Station no,2610,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.23,1.96,1.00,1.55,2.27,3.54,1.47,2.87,3.28,4.86,,
February,3.02,0.47,1.74,2.19,2.08,0.75,2.20,4.27,0.18,2.10,,
March,3.56,2.61,0.91,2.09,2.50,0.67,2.42,1.57,1.39,1.48,,
April,1.89,1.89,2.16,0.23,1.31,1.37,0.22,0.91,2.95,1.00,,
May,3.13,2.71,2.03,3.05,3.55,0.55,1.04,2.18,0.55,1.00,,
June,1.79,3.26,3.18,3.65,3.47,3.21,1.52,4.16,0.84,1.38,,
July,0.71,0.56,2.18,1.85,0.95,3.81,2.48,3.71,1.55,3.01,,
August,5.61,2.66,1.55,6.02,0.38,6.11,3.79,2.28,0.64,4.27,,
September,1.28,1.51,1.33,2.66,0.76,1.97,5.52,2.20,0.11,3.89,,
October,0.74,2.79,2.27,3.28,1.52,1.19,1.18,2.11,1.90,4.61,,
November,5.45,1.98,1.53,4.53,1.56,0.58,2.05,1.22,2.01,2.93,,
December,1.76,2.38,0.87,1.97,1.83,2.22,1.94,2.88,3.05,3.33,,
Total,31.17,24.78,20.75,33.07,22.18,25.97,25.83,30.36,18.45,33.86,,
Calc annual,31.17,24.78,20.75,33.07,22.18,25.97,25.83,30.36,18.45,33.86,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
