"NUTFIELD PRIORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1234,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,0.88,3.11,,
February,,,,,,,,,1.26,2.94,,
March,,,,,,,,,1.79,0.68,,
April,,,,,,,,,1.15,3.12,,
May,,,,,,,,,3.40,1.39,,
June,,,,,,,,,1.97,1.35,,
July,,,,,,,,,0.61,0.58,,
August,,,,,,,,,1.15,0.72,,
September,,,,,,,,,0.45,3.00,,
October,,,,,,,,,3.35,2.29,,
November,,,,,,,,,4.13,5.09,,
December,,,,,,,,,2.89,1.48,,
Total,,,,,,,,,23.03,25.75,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.03,25.75,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
