SHIPTON MOYNE (PUMPING STATION),,,,,,,,,,,,
Grid ref,ST898887,Long,-2.148651,Lat,51.597050,,,,,,,
Station no,2196/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.82,2.57,0.79,2.20,2.35,4.65,3.08,3.13,4.91,4.83,,
February,4.50,0.74,1.48,3.30,2.51,0.29,3.88,4.52,0.26,2.89,,
March,3.78,2.78,0.98,3.26,1.72,0.73,2.95,1.68,4.05,1.88,,
April,2.82,1.93,2.23,0.55,1.31,2.14,0.20,0.99,3.50,1.64,,
May,2.94,3.89,2.53,1.97,5.31,0.61,1.58,3.18,1.30,2.00,,
June,0.99,1.60,1.72,7.67,3.71,2.29,1.47,5.06,2.18,2.45,,
July,1.45,0.61,4.15,2.77,0.17,3.96,4.36,3.57,2.51,4.20,,
August,5.37,4.53,4.27,3.39,0.73,4.02,2.94,2.79,1.68,5.17,,
September,2.86,2.46,3.98,4.88,1.19,3.87,4.56,5.49,0.13,4.25,,
October,0.97,4.48,2.26,3.58,1.64,1.63,2.62,2.39,2.68,6.26,,
November,6.70,4.50,2.02,7.16,3.98,0.91,2.01,2.81,3.44,5.78,,
December,2.38,2.84,0.87,2.79,4.08,4.29,2.64,4.36,6.93,4.51,,
Total,38.58,32.93,27.28,43.52,28.70,29.39,32.29,39.97,33.57,45.86,,
Calc annual,38.58,32.93,27.28,43.52,28.70,29.39,32.29,39.97,33.57,45.86,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
