"RADYR COURT, LLANDAFF, GLAMORGAN",,,,,,,,,,
Grid ref,ST140790,Long,-3.24011,Lat,51.503865,Elevation,150,ft,,
Station no,RR298,,,,,,,,,
,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849
January,,3.6,4.6,,,,,,,
February,,2.2,2.9,,,,,,,
March,,3.9,3.8,,,,,,,
April,,2.3,0,,,,,,,
May,,3.3,2,,,,,,,
June,,2.3,3.4,,,,,,,
July,,3.3,2.8,,,,,,,
August,,5.7,2.3,,,,,,,
September,,6.5,4.3,,,,,,,
October,,7.6,3.5,,,,,,,
November,,7.8,11.4,,,,,,,
December,,8.1,4.4,,,,,,,
Total,,56.6,45.4,,,,,,,
