"NEW CASTLETON (THE FLATT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1355,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,2.30,1.40,3.60,6.50,8.50,4.70,4.60,2.70,2.60,3.60,,
February,4.00,4.50,4.30,3.40,3.40,7.30,1.90,1.40,1.30,2.80,,
March,2.30,5.30,4.70,1.20,4.10,3.40,6.50,1.40,4.10,3.50,,
April,2.60,1.50,3.00,1.50,1.30,2.00,2.50,2.50,2.20,2.30,,
May,1.70,3.40,2.20,3.10,4.50,2.60,3.90,0.90,1.60,2.80,,
June,1.90,6.50,5.30,3.30,0.60,1.40,2.30,0.50,2.20,0.60,,
July,4.90,4.00,7.80,2.50,7.10,3.00,5.10,-999.00,4.60,4.00,,
August,0.70,5.50,2.90,4.90,2.20,2.00,3.70,3.30,4.40,4.20,,
September,3.80,3.00,2.20,4.70,4.40,8.00,8.50,5.40,1.30,2.10,,
October,1.90,3.10,3.50,4.60,2.10,3.60,5.40,1.50,5.60,6.20,,
November,7.20,7.30,5.50,5.30,2.50,3.10,5.20,4.10,6.50,1.70,,
December,3.30,4.80,4.60,4.50,5.40,2.10,6.00,4.30,5.80,3.60,,
Total,36.60,50.30,49.60,45.50,46.10,43.20,55.60,32.50,42.20,37.40,,
Calc annual,36.60,50.30,49.60,45.50,46.10,43.20,55.60,28.00,42.20,37.40,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,4.50,0.00,-0.00,,
